County,State,Accidents
Madison,MO,2
Madison,LA,2
Madison,NE,1
Madison,MT,3
Madison,AR,1
Madison,ID,1
Mahaska,IA,7
Mahnomen,MN,14
Mahoning,OH,51
Malheur,OR,793
Manassas,VA,7
Manassas Park,VA,4
Manatee,FL,1356
Manistee,MI,4
Manitowoc,WI,17
Marathon,WI,92
Marengo,AL,1
Maricopa,AZ,19410
Maries,MO,1
Marin,CA,1931
Marinette,WI,9
Marion,IN,4219
Marion,OR,2551
Marion,FL,774
Marion,AL,39
Marion,SC,221
Marion,TN,78
Marion,IL,5
Marion,GA,2
Marion,OH,10
Marion,MO,7
Marion,IA,3
Marion,WV,8
Mariposa,CA,133
Marlboro,SC,222
Marquette,WI,16
Marquette,MI,4
Marshall,AL,53
Marshall,TN,9
Marshall,IN,8
Marshall,MS,6
Marshall,KY,1
Marshall,IA,3
Marshall,IL,2
Marshall,MN,3
Martin,FL,138
Martin,MN,65
Martin,IN,11
Martin,NC,6
Martin,TX,4
Martinsville,VA,2
Mason,WA,110
Mason,MI,6
Mason,IL,3
Massac,IL,11
Mathews,VA,8
Maury,TN,25
Mayes,OK,4
McClain,OK,38
McCook,SD,2
McCormick,SC,52
McCracken,KY,5
McDonough,IL,3
McDowell,NC,49
McDowell,WV,2
McDuffie,GA,38
McHenry,IL,84
McIntosh,GA,19
McIntosh,OK,1
McIntosh,ND,1
McKean,PA,83
McKinley,NM,52
McLean,IL,18
McLennan,TX,39
McLeod,MN,133
McMinn,TN,40
McMullen,TX,1
Mecklenburg,NC,22928
Mecklenburg,VA,99
Mecosta,MI,7
Medina,OH,48
Medina,TX,2
Meeker,MN,97
Meigs,TN,4
Meigs,OH,2
Mellette,SD,1
Menard,IL,1
Mendocino,CA,649
Merced,CA,1010
Mercer,NJ,580
Mercer,WV,20
Mercer,PA,37
Mercer,IL,1
Mercer,OH,2
Meriwether,GA,24
Merrick,NE,1
Merrimack,NH,400
Mesa,CO,48
Miami,OH,31
Miami,IN,4
Miami-Dade,FL,10534
Middlesex,MA,3068
Middlesex,NJ,1456
Middlesex,CT,227
Middlesex,VA,23
Midland,MI,31
Midland,TX,10
Mifflin,PA,64
Milam,TX,1
Millard,UT,275
Mille Lacs,MN,123
Miller,MO,5
Miller,AR,11
Miller,GA,5
Mills,IA,22
Milwaukee,WI,3067
Mineral,NV,57
Mineral,MT,13
Mineral,CO,5
Minidoka,ID,6
Minnehaha,SD,1
Mississippi,AR,6
Missoula,MT,21
Mitchell,TX,15
Mitchell,NC,3
Mitchell,GA,10
Mitchell,IA,2
Mobile,AL,2063
Modoc,CA,45
Moffat,CO,7
Mohave,AZ,218
Monmouth,NJ,501
Mono,CA,183
Monona,IA,3
Monongalia,WV,26
Monroe,MI,211
Monroe,NY,5546
Monroe,PA,225
Monroe,GA,151
Monroe,FL,165
Monroe,IL,6
Monroe,WI,43
Monroe,IA,3
Monroe,IN,15
Monroe,AL,1
Monroe,MS,1
Monroe,TN,9
Monroe,AR,5
Montague,TX,3
Montcalm,MI,2
Monterey,CA,2241
Montezuma,CO,10
Montgomery,PA,4830
Montgomery,AL,2271
Montgomery,MD,1945
Montgomery,OH,2331
Montgomery,TX,421
Montgomery,MO,7
Montgomery,VA,148
Montgomery,NY,132
Montgomery,TN,49
Montgomery,NC,19
Montgomery,KS,1
Montgomery,IL,11
Montgomery,MS,1
Montgomery,IN,23
Montgomery,KY,3
Montgomery,IA,1
Montgomery,AR,5
Montgomery,GA,2
Montour,PA,56
Montrose,CO,11
Moore,NC,24
Moore,TN,1
Mora,NM,3
Morehouse,LA,1
Morgan,AL,574
Morgan,UT,269
Morgan,CO,35
Morgan,IN,27
Morgan,GA,48
Morgan,IL,2
Morgan,TN,4
Morris,NJ,594
Morris,TX,6
Morrison,MN,100
Morrow,OR,308
Morrow,OH,12
Mower,MN,106
Multnomah,OR,7809
Murray,GA,11
Murray,MN,42
Murray,OK,1
Muscatine,IA,4
Muscogee,GA,83
Muskegon,MI,40
Muskingum,OH,30
Muskogee,OK,4
Nacogdoches,TX,3
Napa,CA,1035
Nash,NC,42
Nassau,NY,3179
Nassau,FL,174
Natchitoches,LA,6
Natrona,WY,4
Navajo,AZ,92
Navarro,TX,5
Nelson,VA,35
Nemaha,NE,5
Neosho,KS,1
Neshoba,MS,3
Ness,KS,1
Nevada,CA,692
Nevada,AR,3
New Castle,DE,1548
New Hanover,NC,100
New Haven,CT,1254
New Kent,VA,246
New London,CT,285
New Madrid,MO,5
New York,NY,2191
Newaygo,MI,8
Newberry,SC,567
Newport,RI,15
Newport News,VA,377
Newton,GA,72
Newton,MS,6
Newton,MO,2
Newton,IN,2
Nez Perce,ID,10
Niagara,NY,270
Nicholas,WV,1
Nicollet,MN,173
Noble,OK,2
Noble,IN,8
Nobles,MN,116
Nodaway,MO,1
Nolan,TX,9
Norfolk,MA,1250
Norfolk,VA,1194
Northampton,VA,21
Northampton,PA,236
Northampton,NC,19
Northumberland,PA,154
Northumberland,VA,25
Nottoway,VA,53
Nowata,OK,1
Nuckolls,NE,1
Nueces,TX,9
Nye,NV,25
Oakland,MI,2321
Obion,TN,3
Ocean,NJ,384
Oceana,MI,7
Oconee,SC,942
Oconee,GA,5
Oconto,WI,10
Ogemaw,MI,6
Oglala Lakota,SD,1
Ogle,IL,14
Oglethorpe,GA,6
Ohio,IN,1
Ohio,WV,32
Okaloosa,FL,310
Okanogan,WA,6
Okeechobee,FL,24
Okfuskee,OK,2
Oklahoma,OK,12405
Okmulgee,OK,8
Oktibbeha,MS,3
Oldham,KY,33
Oldham,TX,4
Olmsted,MN,368
Oneida,NY,676
Oneida,WI,12
Oneida,ID,6
Onondaga,NY,706
Onslow,NC,11
Ontario,NY,225
Orange,NY,596
Orange,FL,6689
Orange,CA,13435
Orange,VA,33
Orange,NC,127
Orange,TX,11
Orange,IN,7
Orange,VT,4
Orangeburg,SC,1574
Orleans,LA,954
Orleans,NY,17
Orleans,VT,9
Osage,OK,44
Osage,MO,2
Osage,KS,3
Osceola,FL,921
Osceola,IA,3
Osceola,MI,8
Oscoda,MI,2
Oswego,NY,24
Otero,NM,10
Otero,CO,47
Otoe,NE,4
Otsego,MI,7
Otsego,NY,25
Ottawa,MI,226
Ottawa,OH,6
Ottawa,OK,1
Otter Tail,MN,110
Ouachita,LA,22
Ouachita,AR,8
Ouray,CO,1
Outagamie,WI,160
Overton,TN,6
Owyhee,ID,2
Oxford,ME,10
Ozaukee,WI,58
Pacific,WA,110
Page,VA,24
Page,IA,3
Palm Beach,FL,3739
Palo Alto,IA,1
Palo Pinto,TX,3
Pamlico,NC,2
Panola,MS,11
Panola,TX,1
Park,CO,110
Park,WY,3
Park,MT,7
Parke,IN,6
Parker,TX,32
Parmer,TX,1
Pasco,FL,1321
Pasquotank,NC,3
Passaic,NJ,463
Patrick,VA,17
Paulding,GA,16
Paulding,OH,1
Pawnee,OK,4
Pawnee,KS,3
Payette,ID,12
Payne,OK,9
Peach,GA,81
Pearl River,MS,29
Pecos,TX,2
Pemiscot,MO,6
Pend Oreille,WA,5
Pender,NC,76
Pendleton,KY,1
Pennington,MN,3
Pennington,SD,9
Penobscot,ME,82
Peoria,IL,43
Perkins,SD,1
Perry,OH,7
Perry,AL,2
Perry,PA,22
Perry,MO,1
Perry,IN,5
Perry,MS,4
Perry,TN,3
Pershing,NV,20
Person,NC,6
Petersburg,VA,112
Petroleum,MT,2
Phelps,MO,29
Phelps,NE,1
Philadelphia,PA,1668
Phillips,MT,1
Pickaway,OH,17
Pickens,SC,1101
Pickens,AL,19
Pickens,GA,9
Pickett,TN,3
Pierce,WA,1972
Pierce,WI,14
Pierce,NE,1
Pierce,GA,3
Pike,AL,218
Pike,IN,2
Pike,PA,28
Pike,MS,7
Pike,GA,6
Pike,MO,2
Pike,IL,2
Pike,OH,1
Pima,AZ,2943
Pinal,AZ,461
Pine,MN,235
Pinellas,FL,3424
Pipestone,MN,2
Pitkin,CO,4
Pitt,NC,29
Pittsburg,OK,1
Pittsylvania,VA,86
Piute,UT,25
Placer,CA,1864
Plaquemines,LA,1
Platte,MO,181
Platte,WY,6
Platte,NE,1
Plumas,CA,141
Plymouth,MA,500
Plymouth,IA,9
Pocahontas,IA,5
Poinsett,AR,5
Pointe Coupee,LA,4
Polk,IA,1181
Polk,FL,646
Polk,OR,610
Polk,NC,29
Polk,GA,22
Polk,TX,4
Polk,MN,9
Polk,TN,4
Polk,WI,3
Polk,AR,3
Pondera,MT,2
Pontotoc,MS,1
Pope,MN,23
Pope,AR,12
Portage,WI,57
Portage,OH,20
Porter,IN,55
Portsmouth,VA,151
Posey,IN,14
Pottawatomie,OK,22
Pottawatomie,KS,1
Pottawattamie,IA,262
Potter,PA,33
Potter,TX,7
Powder River,MT,1
Powell,KY,1
Powell,MT,3
Power,ID,5
Poweshiek,IA,29
Powhatan,VA,103
Prairie,AR,4
Preble,OH,25
Presque Isle,MI,2
Preston,WV,3
Price,WI,4
Prince Edward,VA,24
Prince George,VA,74
Prince George's,MD,2172
Prince Georges,MD,13
Prince William,VA,945
Providence,RI,2375
Prowers,CO,28
Pueblo,CO,390
Pulaski,VA,54
Pulaski,AR,300
Pulaski,IL,1
Pulaski,GA,2
Pulaski,MO,18
Pulaski,IN,2
Putnam,NY,663
Putnam,TN,67
Putnam,FL,39
Putnam,IL,5
Putnam,IN,35
Putnam,GA,5
Putnam,WV,41
Putnam,OH,2
Quay,NM,13
Queen Anne's,MD,195
Queen Annes,MD,1
Queens,NY,4508
Quitman,GA,1
Rabun,GA,2
Racine,WI,182
Radford,VA,3
Raleigh,WV,10
Ralls,MO,3
Ramsey,MN,4815
Randall,TX,5
Randolph,NC,44
Randolph,GA,3
Randolph,IN,8
Randolph,AL,2
Randolph,WV,1
Randolph,AR,2
Rankin,MS,143
Rapides,LA,38
Rappahannock,VA,5
Ravalli,MT,4
Real,TX,1
Red Lake,MN,3
Red River,LA,1
Redwood,MN,52
Reeves,TX,11
Refugio,TX,1
Rensselaer,NY,441
Renville,MN,87
Rhea,TN,6
Rice,MN,312
Rich,UT,4
Richland,SC,6826
Richland,OH,21
Richland,LA,2
Richland,IL,1
Richmond,NY,534
Richmond,GA,2313
Richmond,NC,14
Richmond,VA,1
Richmond City,VA,4552
Richmond County,VA,13
Ringgold,IA,3
Rio Arriba,NM,7
Rio Blanco,CO,7
Rio Grande,CO,11
Ripley,IN,15
Ritchie,WV,1
Riverside,CA,10351
Roane,TN,55
Roane,WV,7
Roanoke City,VA,85
Roanoke County,VA,190
Robertson,TN,96
Robertson,TX,2
Robeson,NC,122
Rock,WI,171
Rock,MN,3
Rock Island,IL,28
Rockbridge,VA,157
Rockcastle,KY,1
Rockdale,GA,89
Rockingham,NH,589
Rockingham,VA,147
Rockingham,NC,26
Rockland,NY,1045
Rockwall,TX,180
Rogers,OK,40
Roosevelt,NM,1
Roscommon,MI,23
Roseau,MN,16
Rosebud,MT,1
Ross,OH,6
Routt,CO,13
Rowan,NC,145
Rowan,KY,6
Rush,IN,8
Rusk,TX,2
Rusk,WI,9
Russell,VA,26
Russell,AL,102
Russell,KS,1
Rutherford,TN,213
Rutherford,NC,10
Rutland,VT,15
Sabine,LA,1
Sabine,TX,2
Sac,IA,2
Sacramento,CA,11755
Sagadahoc,ME,17
Saginaw,MI,128
Saguache,CO,10
Saint Charles,MO,2
Saint Joseph,MI,4
Saint Lawrence,NY,2
Salem,VA,34
Salem,NJ,68
Saline,MO,18
Saline,AR,56
Saline,IL,2
Saline,KS,1
Salt Lake,UT,10497
Saluda,SC,168
Sampson,NC,33
San Benito,CA,442
San Bernardino,CA,12267
San Diego,CA,11464
San Francisco,CA,2693
San Jacinto,TX,5
San Joaquin,CA,3805
San Juan,UT,234
San Juan,NM,5
San Juan,CO,4
San Luis Obispo,CA,1230
San Mateo,CA,5028
San Miguel,NM,15
San Miguel,CO,11
San Patricio,TX,1
Sanders,MT,3
Sandoval,NM,15
Sandusky,OH,14
Sangamon,IL,37
Sanilac,MI,1
Sanpete,UT,144
Santa Barbara,CA,1631
Santa Clara,CA,10696
Santa Cruz,CA,1579
Santa Fe,NM,37
Santa Rosa,FL,334
Sarasota,FL,1057
Saratoga,NY,1039
Sarpy,NE,889
Sauk,WI,44
Saunders,NE,3
Sawyer,WI,1
Schenectady,NY,317
Schoharie,NY,30
Schoolcraft,MI,1
Schuyler,NY,1
Schuylkill,PA,62
Scioto,OH,7
Scotland,MO,5
Scotland,NC,10
Scott,MN,722
Scott,IA,96
Scott,VA,22
Scott,MO,13
Scott,IN,18
Scott,KY,11
Scott,MS,3
Scott,AR,3
Scotts Bluff,NE,3
Screven,GA,1
Sebastian,AR,6
Sedgwick,KS,63
Sedgwick,CO,3
Seminole,FL,917
Seminole,OK,2
Seneca,NY,57
Seneca,OH,1
Sequatchie,TN,6
Sequoyah,OK,4
Sevier,UT,347
Sevier,TN,46
Sevier,AR,6
Seward,NE,7
Sharp,AR,1
Shasta,CA,688
Shawano,WI,29
Shawnee,KS,36
Sheboygan,WI,112
Shelby,TN,3138
Shelby,AL,549
Shelby,IN,108
Shelby,OH,17
Shelby,KY,13
Shelby,IL,3
Shelby,IA,6
Shenandoah,VA,153
Sherburne,MN,341
Sheridan,WY,3
Sherman,OR,320
Sherman,KS,1
Sherman,TX,3
Sherman,NE,1
Shiawassee,MI,49
Shoshone,ID,20
Sibley,MN,84
Sierra,CA,33
Sierra,NM,5
Silver Bow,MT,2
Simpson,KY,2
Simpson,MS,8
Sioux,IA,19
Sioux,ND,1
Siskiyou,CA,205
Skagit,WA,195
Skamania,WA,21
Smith,TX,88
Smith,TN,9
Smith,MS,1
Smyth,VA,48
Snohomish,WA,1847
Snyder,PA,66
Socorro,NM,19
Solano,CA,3102
Somerset,NJ,313
Somerset,PA,182
Somerset,MD,13
Somerset,ME,11
Sonoma,CA,3202
Southampton,VA,18
Spalding,GA,84
Spartanburg,SC,6536
Spencer,IN,14
Spencer,KY,1
Spokane,WA,553
Spotsylvania,VA,158
St. Bernard,LA,1
St. Charles,LA,89
St. Charles,MO,629
St. Clair,MI,78
St. Clair,AL,176
St. Clair,IL,131
St. Croix,WI,88
St. Francis,AR,31
St. Francois,MO,9
St. James,LA,14
St. John the Baptist,LA,70
St. Johns,FL,414
St. Joseph,MI,40
St. Joseph,IN,37
St. Landry,LA,5
St. Lawrence,NY,10
St. Louis,MN,377
St. Louis City,MO,860
St. Louis County,MO,2941
St. Lucie,FL,250
St. Martin,LA,106
St. Mary,LA,4
St. Mary's,MD,47
St. Tammany,LA,110
Stafford,VA,430
Stanislaus,CA,2113
Stanly,NC,11
Stark,OH,59
Stark,ND,3
Starr,TX,2
Staunton,VA,4
Ste Genevieve,MO,11
Stearns,MN,432
Steele,MN,191
Stephens,GA,6
Stephenson,IL,3
Steuben,NY,19
Steuben,IN,11
Stevens,WA,13
Stevens,MN,15
Stewart,GA,14
Stillwater,MT,3
Stokes,NC,15
Stone,MS,1
Storey,NV,29
Story,IA,72
Strafford,NH,113
Sublette,WY,2
Suffolk,VA,190
Suffolk,MA,1897
Suffolk,NY,3909
Suffolk City,VA,2
Sullivan,NH,33
Sullivan,PA,14
Sullivan,NY,25
Sullivan,TN,51
Sullivan,IN,2
Summit,UT,790
Summit,OH,659
Summit,CO,102
Sumner,TN,67
Sumner,KS,5
Sumter,FL,204
Sumter,SC,759
Sumter,AL,41
Sumter,GA,7
Sunflower,MS,1
Surry,NC,61
Surry,VA,13
Susquehanna,PA,31
Sussex,VA,70
Sussex,NJ,48
Sussex,DE,42
Sutter,CA,277
Sutton,TX,3
Suwannee,FL,155
Swain,NC,4
Sweet Grass,MT,2
Sweetwater,WY,17
Swift,MN,19
Switzerland,IN,2
Talbot,MD,49
Talbot,GA,8
Taliaferro,GA,8
Talladega,AL,46
Tallapoosa,AL,19
Tama,IA,1
Tangipahoa,LA,71
Taos,NM,4
Tarrant,TX,3464
Tate,MS,4
Tattnall,GA,8
Taylor,FL,27
Taylor,TX,17
Taylor,GA,5
Taylor,WI,2
Tazewell,IL,753
Tazewell,VA,16
Tehama,CA,296
Telfair,GA,3
Teller,CO,21
Terrebonne,LA,121
Terrell,GA,3
Terrell,TX,2
Teton,WY,3
Teton,ID,1
Teton,MT,1
Texas,MO,1
Thomas,GA,8
Thomas,KS,2
Thurston,WA,304
Tift,GA,41
Tillamook,OR,621
Tioga,PA,83
Tioga,NY,27
Tippah,MS,5
Tippecanoe,IN,29
Tipton,TN,8
Tipton,IN,16
Tishomingo,MS,1
Titus,TX,11
Todd,MN,109
Tolland,CT,139
Tom Green,TX,4
Tompkins,NY,15
Tooele,UT,701
Toole,MT,5
Toombs,GA,6
Torrance,NM,15
Transylvania,NC,3
Traverse,MN,1
Travis,TX,18043
Trego,KS,1
Trempealeau,WI,21
Treutlen,GA,36
Trinity,CA,129
Trinity,TX,5
Troup,GA,163
Trousdale,TN,2
Trumbull,OH,27
Tucker,WV,2
Tulare,CA,1512
Tulsa,OK,6035
Tuolumne,CA,407
Turner,GA,14
Tuscaloosa,AL,1918
Tuscarawas,OH,12
Twiggs,GA,35
Twin Falls,ID,13
Uinta,WY,4
Uintah,UT,140
Ulster,NY,324
Umatilla,OR,1418
Unicoi,TN,11
Union,NJ,998
Union,SC,226
Union,OR,719
Union,OH,32
Union,PA,54
Union,IL,7
Union,NC,45
Union,FL,8
Union,MS,10
Union,LA,4
Union,GA,2
Union,IA,3
Union,TN,8
Union,AR,5
Union,SD,1
Upshur,WV,1
Upson,GA,12
Utah,UT,2700
Uvalde,TX,1
Val Verde,TX,1
Valencia,NM,4
Valley,ID,6
Van Buren,MI,107
Van Buren,AR,1
Van Wert,OH,9
Van Zandt,TX,3
Vance,NC,33
Vanderburgh,IN,34
Venango,PA,13
Ventura,CA,2576
Vermilion,IL,7
Vermillion,IN,1
Vernon,WI,13
Victoria,TX,7
Vigo,IN,52
Vilas,WI,3
Vinton,OH,3
Virginia Beach,VA,730
Volusia,FL,632
Wabash,IN,6
Wabash,IL,1
Wabasha,MN,54
Wadena,MN,32
Wagoner,OK,42
Wahkiakum,WA,6
Wake,NC,17373
Wakulla,FL,49
Waldo,ME,4
Walker,TX,17
Walker,AL,171
Walker,GA,17
Walla Walla,WA,4
Waller,TX,61
Wallowa,OR,164
Walthall,MS,2
Walton,GA,70
Walton,FL,180
Walworth,WI,38
Walworth,SD,1
Wapello,IA,10
Ward,TX,3
Ware,GA,5
Warren,NY,399
Warren,NJ,693
Warren,IA,39
Warren,OH,111
Warren,NC,20
Warren,TN,2
Warren,VA,53
Warren,GA,18
Warren,MS,41
Warren,MO,16
Warren,KY,10
Warren,PA,2
Warren,IN,14
Warrick,IN,8
Wasatch,UT,739
Wasco,OR,807
Waseca,MN,46
Washburn,WI,1
Washington,NY,132
Washington,MN,1720
Washington,MD,378
Washington,TN,924
Washington,VA,123
Washington,OR,1820
Washington,RI,106
Washington,WI,106
Washington,IA,1
Washington,UT,716
Washington,PA,143
Washington,FL,61
Washington,AL,6
Washington,GA,5
Washington,VT,17
Washington,NE,14
Washington,AR,59
Washington,TX,2
Washington,OH,8
Washington,NC,1
Washington,OK,2
Washington,MO,5
Washington,IL,1
Washington,CO,14
Washington,LA,1
Washington,MS,3
Washington,ID,7
Washington,ME,2
Washita,OK,1
Washoe,NV,1527
Washtenaw,MI,557
Watauga,NC,12
Watonwan,MN,33
Waukesha,WI,531
Waupaca,WI,25
Waushara,WI,13
Wayne,MI,5335
Wayne,OH,17
Wayne,PA,6
Wayne,NC,30
Wayne,NY,23
Wayne,UT,58
Wayne,IL,4
Wayne,IN,398
Wayne,NE,2
Wayne,MS,2
Wayne,TN,4
Wayne,WV,1
Waynesboro,VA,17
Weakley,TN,8
Webb,TX,6
Weber,UT,1904
Webster,LA,14
Webster,GA,1
Webster,MO,17
Webster,IA,2
Weld,CO,483
Wells,IN,1
West Baton Rouge,LA,164
Westchester,NY,4058
Westmoreland,PA,395
Westmoreland,VA,15
Wexford,MI,1
Wharton,TX,5
Whatcom,WA,324
Wheeler,OR,131
Wheeler,TX,1
White,AR,11
White,IL,5
White,IN,8
White,TN,2
White,GA,2
White Pine,NV,55
Whiteside,IL,7
Whitfield,GA,51
Whitley,KY,4
Whitley,IN,6
Whitman,WA,5
Wichita,TX,47
Wicomico,MD,64
Wilbarger,TX,5
Wilcox,GA,1
Wilcox,AL,3
Wilkes,GA,16
Wilkes,NC,12
Wilkin,MN,1
Wilkinson,GA,8
Will,IL,422
Willacy,TX,1
Williams,OH,13
Williamsburg,SC,248
Williamsburg,VA,1
Williamson,TX,1105
Williamson,TN,217
Williamson,IL,13
Wilson,TN,93
Wilson,NC,25
Wilson,KS,3
Wilson,TX,1
Winchester,VA,5
Windham,VT,37
Windham,CT,74
Windsor,VT,36
Winnebago,WI,131
Winnebago,IL,101
Winnebago,IA,4
Winneshiek,IA,3
Winona,MN,196
Winston,AL,25
Wise,VA,30
Wise,TX,3
Wood,OH,94
Wood,TX,3
Wood,WI,16
Wood,WV,15
Woodbury,IA,48
Woodford,IL,10
Woodford,KY,3
Woods,OK,1
Worcester,MA,615
Worcester,MD,51
Worth,IA,5
Worth,GA,11
Wright,MN,650
Wright,IA,7
Wright,MO,1
Wyandotte,KS,654
Wyoming,PA,5
Wyoming,NY,7
Wythe,VA,135
Yadkin,NC,54
Yakima,WA,13
Yalobusha,MS,2
Yamhill,OR,994
Yates,NY,3
Yavapai,AZ,499
Yazoo,MS,4
Yell,AR,9
Yellow Medicine,MN,31
Yellowstone,MT,3
Yolo,CA,1226
York,PA,1325
York,SC,1722
York,VA,221
York,NE,11
York,ME,131
Young,TX,1
Yuba,CA,461
Yuma,AZ,120
Yuma,CO,8
