City,County,State,Accidents
Liberty Twp,Butler,OH,2
Libertyville,Lake,IL,139
Ligonier,Westmoreland,PA,1
Lilburn,Gwinnett,GA,12
Lillington,Harnett,NC,7
Lilliwaup,Mason,WA,3
Lilly,Cambria,PA,5
Lima,Allen,OH,10
Lima,Auglaize,OH,1
Limestone,Washington,TN,11
Limestone,Cattaraugus,NY,3
Limon,Lincoln,CO,10
Lincoln,Providence,RI,54
Lincoln,Penobscot,ME,2
Lincoln,Logan,IL,4
Lincoln,Placer,CA,64
Lincoln,Talladega,AL,17
Lincoln,Middlesex,MA,4
Lincoln,Lancaster,NE,11
Lincoln,Grafton,NH,2
Lincoln City,Lincoln,OR,15
Lincoln Park,Wayne,MI,32
Lincoln University,Chester,PA,17
Lincolnshire,Lake,IL,29
Lincolnton,Lincoln,NC,7
Lincolnton,Lincoln,GA,2
Lincolnton,Gaston,NC,2
Lincolnwood,Cook,IL,19
Linden,Union,NJ,74
Linden,Warren,VA,3
Linden,Lycoming,PA,6
Linden,San Joaquin,CA,48
Linden,Genesee,MI,15
Linden,Perry,TN,1
Lindenhurst,Suffolk,NY,31
Lindenhurst,Lake,IL,5
Lindon,Utah,UT,17
Lindsay,Tulare,CA,28
Lindsay,McClain,OK,3
Lindstrom,Chisago,MN,9
Lineville,Clay,AL,2
Linfield,Montgomery,PA,1
Linkwood,Dorchester,MD,2
Linthicum Heights,Anne Arundel,MD,76
Linville,Avery,NC,1
Linwood,Bay,MI,9
Linwood,Davidson,NC,11
Lisle,DuPage,IL,113
Lisle,Broome,NY,4
Lismore,Nobles,MN,1
Litchfield,Meeker,MN,22
Litchfield,Montgomery,IL,5
Litchfield,Hillsborough,NH,2
Litchfield,Litchfield,CT,10
Litchfield,Medina,OH,3
Litchfield,Lassen,CA,3
Litchfield,Kennebec,ME,2
Litchfield Park,Maricopa,AZ,25
Lithia,Hillsborough,FL,26
Lithia Springs,Douglas,GA,73
Lithonia,DeKalb,GA,132
Lithopolis,Fairfield,OH,1
Lititz,Lancaster,PA,72
Little Chute,Outagamie,WI,1
Little Egg Harbor Twp,Ocean,NJ,2
Little Elm,Denton,TX,5
Little Falls,Herkimer,NY,20
Little Falls,Morrison,MN,31
Little Falls,Passaic,NJ,40
Little Ferry,Bergen,NJ,1
Little Mountain,Newberry,SC,33
Little Mountain,Richland,SC,1
Little Neck,Queens,NY,62
Little River,Horry,SC,156
Little River,Mendocino,CA,5
Little Rock,Dillon,SC,3
Little Rock,Pulaski,AR,65
Little Suamico,Oconto,WI,1
Little Valley,Cattaraugus,NY,1
Littlefield,Mohave,AZ,10
Littlefork,Koochiching,MN,2
Littlerock,Los Angeles,CA,63
Littlestown,Adams,PA,9
Littleton,Jefferson,CO,89
Littleton,Douglas,CO,44
Littleton,Arapahoe,CO,56
Littleton,Middlesex,MA,45
Littleton,Denver,CO,17
Littleton,Halifax,NC,4
Littleton,Grafton,NH,2
Live Oak,Suwannee,FL,42
Live Oak,Sutter,CA,21
Live Oak,Bexar,TX,3
Livermore,Alameda,CA,796
Livermore,Contra Costa,CA,1
Livermore,Larimer,CO,3
Liverpool,Perry,PA,5
Liverpool,Onondaga,NY,130
Livingston,Merced,CA,56
Livingston,Livingston,LA,12
Livingston,Essex,NJ,10
Livingston,Orangeburg,SC,2
Livingston,Polk,TX,2
Livingston Manor,Sullivan,NY,2
Livonia,Wayne,MI,68
Lizton,Hendricks,IN,1
Llano,Los Angeles,CA,40
Lock Haven,Clinton,PA,18
Lockbourne,Franklin,OH,24
Lockbourne,Pickaway,OH,1
Lockeford,San Joaquin,CA,24
Lockhart,Caldwell,TX,4
Lockport,Niagara,NY,34
Lockport,Will,IL,18
Lockridge,Jefferson,IA,1
Lockwood,Monterey,CA,2
Locust,Cabarrus,NC,1
Locust Fork,Blount,AL,7
Locust Gap,Northumberland,PA,1
Locust Grove,Spalding,GA,4
Locust Grove,Henry,GA,32
Locust Grove,Orange,VA,11
Locust Grove,Butts,GA,1
Lodge,Colleton,SC,2
Lodge,Bamberg,SC,1
Lodgepole,Cheyenne,NE,1
Lodi,San Joaquin,CA,396
Lodi,Medina,OH,2
Lodi,Bergen,NJ,43
Lodi,Columbia,WI,7
Logan,Cache,UT,11
Logansport,Cass,IN,1
Logansport,De Soto,LA,1
Loganton,Clinton,PA,30
Loganville,Walton,GA,11
Loganville,Gwinnett,GA,3
Loleta,Humboldt,CA,21
Loma Linda,San Bernardino,CA,28
Loman,Koochiching,MN,4
Lombard,DuPage,IL,187
Lomira,Dodge,WI,3
Lomita,Los Angeles,CA,1
Lompoc,Santa Barbara,CA,113
London,Madison,OH,32
London,Pope,AR,1
Londonderry,Rockingham,NH,53
Londonderry,Vinton,OH,1
Londonderry,Windham,VT,1
Lone Pine,Inyo,CA,11
Lone Tree,Douglas,CO,36
Lonedell,Franklin,MO,1
Long Barn,Tuolumne,CA,7
Long Beach,Los Angeles,CA,1825
Long Beach,Nassau,NY,14
Long Beach,Harrison,MS,1
Long Branch,Monmouth,NJ,4
Long Creek,Oconee,SC,2
Long Creek,Grant,OR,32
Long Grove,Lake,IL,22
Long Island City,Queens,NY,62
Long Lake,Hennepin,MN,3
Long Pond,Monroe,PA,1
Long Prairie,Todd,MN,16
Longmeadow,Hampden,MA,16
Longmont,Weld,CO,47
Longmont,Boulder,CO,17
Longs,Horry,SC,113
Longview,Gregg,TX,8
Longview,Harrison,TX,1
Longview,Cowlitz,WA,8
Longville,Cass,MN,3
Longwood,Seminole,FL,130
Lonoke,Lonoke,AR,5
Lonsdale,Rice,MN,5
Lookout,Modoc,CA,5
Loomis,Placer,CA,52
Loon Lake,Stevens,WA,2
Lorain,Lorain,OH,8
Lordsburg,Hidalgo,NM,3
Lore City,Guernsey,OH,1
Lorena,McLennan,TX,1
Loretto,Essex,VA,2
Lorida,Highlands,FL,5
Loris,Horry,SC,118
Lorton,Fairfax County,VA,145
Lorton,Fairfax,VA,5
Los Alamitos,Orange,CA,114
Los Alamos,Santa Barbara,CA,6
Los Altos,Santa Clara,CA,123
Los Altos Hills,Santa Clara,CA,4
Los Angeles,Los Angeles,CA,13310
Los Banos,Merced,CA,172
Los Gatos,Santa Clara,CA,610
Los Gatos,Santa Cruz,CA,177
Los Lunas,Valencia,NM,1
Los Molinos,Tehama,CA,16
Los Olivos,Santa Barbara,CA,9
Los Osos,San Luis Obispo,CA,9
Lost Hills,Kern,CA,143
Lostant,LaSalle,IL,3
Lostine,Wallowa,OR,8
Lothian,Anne Arundel,MD,27
Lotus,El Dorado,CA,4
Loudon,Loudon,TN,4
Louisa,Goochland,VA,15
Louisa,Louisa,VA,4
Louisburg,Franklin,NC,13
Louisville,Jefferson,KY,2133
Louisville,Blount,TN,3
Louisville,Broomfield,CO,1
Louisville,Boulder,CO,22
Louisville,Stark,OH,2
Louisville,Cass,NE,1
Louisville Central,Jefferson,KY,3
Lovejoy,St. Clair,IL,2
Loveland,Larimer,CO,97
Loveland,Warren,OH,2
Loveland,Hamilton,OH,2
Loveland,Weld,CO,4
Loveland,Clermont,OH,7
Loves Park,Winnebago,IL,5
Lovettsville,Loudoun,VA,5
Lovingston,Nelson,VA,1
Lowell,Middlesex,MA,39
Lowell,Gaston,NC,22
Lowell,Lane,OR,17
Lowell,Kent,MI,11
Lowell,Lake,IN,4
Lower Keys,Monroe,FL,1
Lower Lake,Lake,CA,43
Lower Merion,Montgomery,PA,1
Lowgap,Surry,NC,1
Lowndesboro,Lowndes,AL,4
Lowry,Douglas,MN,2
Lowry,Pope,MN,1
Loxahatchee,Palm Beach,FL,21
Loxley,Baldwin,AL,24
Loyalton,Sierra,CA,7
Lubbock,Lubbock,TX,5
Lucama,Wilson,NC,2
Lucan,Redwood,MN,1
Lucedale,George,MS,3
Lucerne,Lake,CA,31
Ludlow,Kenton,KY,4
Ludlow,Hampden,MA,2
Ludlow,Windsor,VT,1
Lufkin,Angelina,TX,2
Lugoff,Kershaw,SC,134
Lugoff,Richland,SC,4
Luke,Allegany,MD,2
Luke Air Force Base,Maricopa,AZ,1
Lula,Hall,GA,1
Luling,Caldwell,TX,1
Luling,Guadalupe,TX,2
Luling,St. Charles,LA,6
Lumber Bridge,Robeson,NC,2
Lumberton,Robeson,NC,28
Lumberton,Lamar,MS,1
Lumberton,Burlington,NJ,3
Luna Pier,Monroe,MI,4
Lund,White Pine,NV,3
Lunenburg,Worcester,MA,3
Lunenburg,Essex,VT,2
Luning,Mineral,NV,6
Luray,Hampton,SC,1
Luray,Page,VA,3
Luther,Oklahoma,OK,10
Luthersburg,Clearfield,PA,1
Lutherville Timonium,Baltimore County,MD,96
Lutherville Timonium,Baltimore,MD,2
Lutz,Pasco,FL,85
Lutz,Hillsborough,FL,72
Luverne,Crenshaw,AL,4
Luverne,Rock,MN,1
Luzerne,Oscoda,MI,1
Lyford,Willacy,TX,1
Lyle,Klickitat,WA,11
Lyle,Mower,MN,5
Lyles,Hickman,TN,2
Lyman,Spartanburg,SC,67
Lynbrook,Nassau,NY,10
Lynchburg,Lee,SC,15
Lynchburg,Sumter,SC,24
Lynchburg,Campbell,VA,13
Lynchburg,Bedford County,VA,2
Lynchburg,Lynchburg,VA,3
Lynd,Lyon,MN,22
Lynden,Whatcom,WA,21
Lyndhurst,Augusta,VA,11
Lyndhurst,Bergen,NJ,4
Lyndon Station,Juneau,WI,1
Lyndonville,Caledonia,VT,2
Lynn,Essex,MA,14
Lynn,Winston,AL,3
Lynn,Randolph,IN,1
Lynn Center,Henry,IL,1
Lynn Haven,Bay,FL,5
Lynnfield,Essex,MA,40
Lynnwood,Snohomish,WA,160
Lynwood,Los Angeles,CA,442
Lyon,Coahoma,MS,1
Lyons,Cook,IL,13
Lyons,Toombs,GA,2
Lyons,Marion,OR,4
Lyons,Boulder,CO,6
Lyons,Linn,OR,4
Lyons,Larimer,CO,1
Lytle Creek,San Bernardino,CA,3
Mabank,Van Zandt,TX,1
Mabel,Fillmore,MN,7
Mableton,Cobb,GA,9
Macclenny,Baker,FL,38
Macclesfield,Edgecombe,NC,1
Macdoel,Siskiyou,CA,13
Macedon,Wayne,NY,2
Macedonia,Summit,OH,20
Machesney Park,Winnebago,IL,7
Machias,Washington,ME,1
Macksburg,Washington,OH,2
Macomb,Macomb,MI,14
Macon,Macon-Bibb County,GA,207
Macon,Monroe,GA,6
Macon,Twiggs,GA,7
Macon,Noxubee,MS,1
Macon,Bibb,GA,50
Mad River,Trinity,CA,4
Madelia,Watonwan,MN,12
Madelia,Blue Earth,MN,4
Madeline,Lassen,CA,5
Madeline Plains,Lassen,CA,3
Madera,Madera,CA,518
Madison,Dane,WI,208
Madison,Davidson,TN,378
Madison,Yolo,CA,7
Madison,New Haven,CT,10
Madison,Limestone,AL,79
Madison,Madison,AL,129
Madison,Madison,FL,13
Madison,Madison,VA,6
Madison,Carroll,NH,1
Madison,Geauga,OH,1
Madison,Morgan,GA,6
Madison,Rockingham,NC,8
Madison,Madison,MS,14
Madison,Jefferson,IN,2
Madison,Morris,NJ,2
Madison,Lake,OH,7
Madison Heights,Oakland,MI,73
Madison Heights,Amherst,VA,6
Madison Lake,Blue Earth,MN,6
Madison Lake,Le Sueur,MN,5
Madisonburg,Centre,PA,3
Madisonville,St. Tammany,LA,5
Madras,Jefferson,OR,117
Madrid,Boone,IA,1
Magalia,Butte,CA,10
Magdalena,Socorro,NM,3
Maggie Valley,Haywood,NC,2
Magna,Salt Lake,UT,146
Magnolia,Duplin,NC,6
Magnolia,Camden,NJ,10
Mahaffey,Clearfield,PA,2
Mahanoy City,Schuylkill,PA,1
Mahnomen,Mahnomen,MN,8
Mahopac,Putnam,NY,20
Mahwah,Bergen,NJ,4
Maiden,Catawba,NC,1
Maineville,Warren,OH,2
Maitland,Orange,FL,79
Maitland,Seminole,FL,16
Malabar,Brevard,FL,17
Malaga,Gloucester,NJ,14
Malcom,Poweshiek,IA,1
Malden,Suffolk,MA,1
Malden,Middlesex,MA,11
Malden Bridge,Columbia,NY,1
Malibu,Ventura,CA,27
Malibu,Los Angeles,CA,108
Malone,Franklin,NY,5
Malta,DeKalb,IL,5
Malta,Cassia,ID,5
Malvern,Chester,PA,143
Malvern,Geneva,AL,3
Malvern,Hot Spring,AR,3
Malverne,Nassau,NY,45
Mamaroneck,Westchester,NY,39
Mammoth Lakes,Mono,CA,29
Manahawkin,Ocean,NJ,8
Manakin Sabot,Goochland,VA,1
Manasquan,Monmouth,NJ,4
Manassas,Prince William,VA,247
Manassas,Manassas,VA,23
Manassas,Manassas Park,VA,2
Manassas,Manassas City,VA,1
Manassas Park,Manassas Park,VA,2
Mancelona,Antrim,MI,1
Manchaca,Travis,TX,7
Manchester,Hillsborough,NH,88
Manchester,Coffee,TN,20
Manchester,Hartford,CT,26
Manchester,York,PA,12
Manchester,Ontario,NY,2
Manchester,Delaware,IA,1
Manchester,Essex,MA,3
Manchester,Mendocino,CA,7
Manchester,Rockingham,NH,1
Manchester Township,Ocean,NJ,9
Mandeville,St. Tammany,LA,13
Mangum,Greer,OK,1
Manhasset,Nassau,NY,43
Manhattan,New York,NY,3
Manhattan,Will,IL,1
Manhattan Beach,Los Angeles,CA,1
Manheim,Lancaster,PA,140
Manheim,Lebanon,PA,2
Manila,Daggett,UT,11
Manistee,Manistee,MI,3
Manitou Springs,El Paso,CO,5
Mankato,Blue Earth,MN,165
Mankato,Nicollet,MN,24
Manlius,Onondaga,NY,25
Mannford,Creek,OK,1
Manning,Clarendon,SC,73
Manns Choice,Bedford,PA,10
Manns Choice,Somerset,PA,1
Manor,Travis,TX,228
Manorville,Suffolk,NY,16
Manquin,King William,VA,1
Mansfield,Richland,OH,9
Mansfield,Bristol,MA,24
Mansfield,Tioga,PA,8
Mansfield,Tarrant,TX,6
Mansfield,Piatt,IL,1
Mansfield,De Soto,LA,1
Mansfield Center,Tolland,CT,1
Manteca,San Joaquin,CA,309
Manteno,Kankakee,IL,4
Manti,Sanpete,UT,14
Mantoloking,Ocean,NJ,5
Manton,Tehama,CA,3
Mantorville,Dodge,MN,7
Mantua,Box Elder,UT,17
Mantua,Portage,OH,8
Manvel,Brazoria,TX,9
Many Farms,Apache,AZ,1
Manzanita,Tillamook,OR,1
Manzanola,Otero,CO,2
Maple Falls,Whatcom,WA,2
Maple Grove,Hennepin,MN,182
Maple Heights,Cuyahoga,OH,23
Maple Lake,Wright,MN,3
Maple Park,Kane,IL,8
Maple Park,DeKalb,IL,6
Maple Plain,Hennepin,MN,9
Maple Shade,Burlington,NJ,29
Maple Valley,King,WA,14
Maplesville,Chilton,AL,7
Mapleton,Utah,UT,10
Mapleton,Lane,OR,32
Mapleton,Blue Earth,MN,2
Marana,Pima,AZ,68
Marana,Pinal,AZ,2
Marathon,Monroe,FL,9
Marathon,Cortland,NY,4
Marble,Cherokee,NC,1
Marble Falls,Travis,TX,5
Marbury,Autauga,AL,8
Marbury,Chilton,AL,5
Marcell,Itasca,MN,2
Marcellus,Onondaga,NY,2
March Air Reserve Base,Riverside,CA,118
Marco Island,Collier,FL,1
Marcus Hook,Delaware,PA,46
Marcy,Oneida,NY,20
Mardela Springs,Wicomico,MD,3
Marengo,Morrow,OH,5
Marengo,McHenry,IL,6
Marengo,Iowa,IA,1
Marenisco,Ontonagon,MI,1
Margate,Broward,FL,9
Marianna,Jackson,FL,11
Maribel,Manitowoc,WI,1
Maricopa,Pinal,AZ,65
Maricopa,Kern,CA,29
Maricopa,Ventura,CA,6
Maricopa,Santa Barbara,CA,2
Maricopa,San Luis Obispo,CA,1
Marienville,Forest,PA,1
Marietta,Cobb,GA,247
Marietta,Greenville,SC,45
Marietta,Lancaster,PA,14
Marietta,Washington,OH,4
Marietta,Pickens,SC,2
Marietta,Onondaga,NY,1
Marina,Monterey,CA,66
Marina Del Rey,Los Angeles,CA,40
Marine,Madison,IL,1
Marine On Saint Croix,Washington,MN,6
Maringouin,Iberville,LA,2
Marion,Marion,SC,41
Marion,Williamson,IL,4
Marion,McDowell,NC,25
Marion,Crittenden,AR,29
Marion,Smyth,VA,12
Marion,Grant,IN,7
Marion,Linn,IA,5
Marion,Marion,OH,2
Marion,Perry,AL,3
Marion,Bexar,TX,2
Marion,Plymouth,MA,2
Marion,Guadalupe,TX,1
Marion,Flathead,MT,1
Marion,Osceola,MI,2
Mariposa,Mariposa,CA,52
Markham,Fauquier,VA,8
Markham,Cook,IL,24
Markleeville,Alpine,CA,46
Markleton,Somerset,PA,1
Marlboro,Ulster,NY,4
Marlboro,Monmouth,NJ,7
Marlborough,Middlesex,MA,25
Marlborough,Cheshire,NH,2
Marlborough,Hartford,CT,4
Marlton,Burlington,NJ,45
Marmora,Cape May,NJ,2
Marne,Ottawa,MI,7
Marne,Cass,IA,3
Marquette Heights,Tazewell,IL,1
Marrero,Jefferson,LA,37
Marriottsville,Howard,MD,21
Marriottsville,Carroll,MD,1
Mars,Allegheny,PA,1
Mars Hill,Madison,NC,6
Marseilles,LaSalle,IL,6
Marshall,Fauquier,VA,18
Marshall,Dane,WI,8
Marshall,Lyon,MN,44
Marshall,Calhoun,MI,5
Marshall,Harrison,TX,1
Marshall,Marin,CA,3
Marshall,Jefferson,WI,1
Marshall,Madison,NC,2
Marshall,Redwood,MN,1
Marshallville,Wayne,OH,1
Marshfield,Webster,MO,2
Marshfield,Wood,WI,1
Marshville,Union,NC,5
Marstons Mills,Barnstable,MA,2
Martin,Allegan,MI,8
Martin,Allendale,SC,2
Martinez,Contra Costa,CA,337
Martinsburg,Berkeley,WV,9
Martinsville,Henry,VA,15
Martinsville,Johnson,IN,2
Martinsville,Clark,IL,1
Martinsville,Morgan,IN,1
Martinsville,Martinsville,VA,1
Mary Esther,Okaloosa,FL,22
Maryland Heights,St. Louis County,MO,50
Marysville,Snohomish,WA,88
Marysville,Yuba,CA,222
Marysville,Perry,PA,5
Marysville,Union,OH,5
Mascoutah,St. Clair,IL,4
Mashpee,Barnstable,MA,10
Mason,Bayfield,WI,1
Mason,Fayette,TN,18
Mason,Warren,OH,4
Mason,Ingham,MI,5
Maspeth,Queens,NY,59
Massapequa,Nassau,NY,111
Massapequa Park,Nassau,NY,5
Massey,Kent,MD,1
Massillon,Stark,OH,1
Mastic,Suffolk,NY,7
Mastic Beach,Suffolk,NY,10
Matamoras,Pike,PA,5
Matawan,Middlesex,NJ,12
Matawan,Monmouth,NJ,13
Matfield Green,Chase,KS,1
Mather,Sacramento,CA,7
Mathews,Montgomery,AL,15
Mattapan,Suffolk,MA,39
Mattapoisett,Plymouth,MA,3
Mattaponi,King and Queen,VA,1
Mattawan,Van Buren,MI,1
Matteson,Cook,IL,17
Matthews,Mecklenburg,NC,160
Matthews,Union,NC,7
Mattituck,Suffolk,NY,4
Mattoon,Coles,IL,2
Mauldin,Greenville,SC,31
Maumee,Lucas,OH,3
Maumelle,Pulaski,AR,1
Maupin,Wasco,OR,92
Max Meadows,Wythe,VA,13
Maxton,Robeson,NC,4
Maxwell,Colusa,CA,14
Maybell,Moffat,CO,1
Mayer,Yavapai,AZ,39
Mayer,Carver,MN,7
Mayesville,Sumter,SC,5
Mayesville,Lee,SC,2
Mayfield,Sanpete,UT,1
Maynard,Chippewa,MN,6
Maynard,Renville,MN,1
Maynardville,Union,TN,2
Mayo,Lafayette,FL,1
Mays Landing,Atlantic,NJ,32
Maysville,Jackson,GA,3
Maysville,DeKalb,MO,1
Maysville,Mason,KY,1
Maysville,Onslow,NC,1
Mayview,Lafayette,MO,4
Maywood,Cook,IL,54
Maywood,Bergen,NJ,2
Mazeppa,Wabasha,MN,2
Mc Alisterville,Juniata,PA,2
Mc Alpin,Suwannee,FL,1
Mc Bee,Chesterfield,SC,10
Mc Bee,Darlington,SC,2
Mc Calla,Tuscaloosa,AL,15
Mc Calla,Jefferson,AL,10
Mc Clave,Bent,CO,1
Mc Clellanville,Charleston,SC,2
Mc Clure,Mifflin,PA,1
Mc Coll,Marlboro,SC,15
Mc Connells,York,SC,4
Mc Connellsburg,Fulton,PA,6
Mc Cormick,McCormick,SC,14
Mc Cormick,Edgefield,SC,2
Mc Dade,Bastrop,TX,1
Mc David,Escambia,FL,5
Mc Donald,Bradley,TN,20
Mc Donald,Washington,PA,1
Mc Farland,Kern,CA,104
Mc Farland,Dane,WI,1
Mc Gaheysville,Rockingham,VA,1
Mc Gill,White Pine,NV,1
Mc Henry,Garrett,MD,2
Mc Kees Rocks,Allegheny,PA,8
Mc Kenney,Dinwiddie,VA,8
Mc Kenzie,Butler,AL,6
Mc Kenzie,Carroll,TN,1
Mc Kittrick,Kern,CA,7
Mc Lean,Fairfax County,VA,179
Mc Lean,Arlington,VA,1
Mc Lean,Fairfax,VA,26
Mc Leansville,Guilford,NC,16
Mc Rae,White,AR,1
Mc Rae Helena,Telfair,GA,1
Mc Sherrystown,Adams,PA,2
Mc Veytown,Mifflin,PA,9
McAdoo,Schuylkill,PA,8
Mcallen,Hidalgo,TX,3
McArthur,Lassen,CA,55
Mcarthur,Shasta,CA,4
McCall,Adams,ID,1
Mccammon,Bannock,ID,1
McCleary,Grays Harbor,WA,3
McClellan,Sacramento,CA,8
McCloud,Siskiyou,CA,16
McComb,Pike,MS,1
Mccordsville,Hancock,IN,2
McDonough,Henry,GA,73
McGregor,Aitkin,MN,10
McHenry,McHenry,IL,7
McHenry,Lake,IL,1
McIntosh,Polk,MN,6
Mckeesport,Allegheny,PA,22
Mckenzie Bridge,Lane,OR,3
McKinleyville,Humboldt,CA,42
McKinney,Collin,TX,34
Mcloud,Cleveland,OK,2
Mcminnville,Yamhill,OR,93
Meacham,Umatilla,OR,52
Mead,Spokane,WA,6
Mead,Weld,CO,10
Meadow Vista,Placer,CA,3
Meadowview,Washington,VA,3
Mebane,Alamance,NC,11
Mebane,Orange,NC,6
Mechanic Falls,Androscoggin,ME,1
Mechanicsburg,Cumberland,PA,49
Mechanicsville,Hanover,VA,88
Mechanicsville,St. Mary's,MD,3
Mechanicville,Saratoga,NY,23
Mechanicville,Rensselaer,NY,2
Medford,Middlesex,MA,110
Medford,Suffolk,NY,57
Medford,Jackson,OR,206
Medford,Steele,MN,35
Medford,Burlington,NJ,1
Media,Delaware,PA,13
Medical Lake,Spokane,WA,2
Medina,King,WA,4
Medina,Medina,OH,12
Medina,Orleans,NY,3
Medinah,DuPage,IL,4
Medway,Clark,OH,5
Medway,Norfolk,MA,1
Meeker,Lincoln,OK,1
Melbourne,Brevard,FL,308
Melbourne Beach,Brevard,FL,6
Melissa,Collin,TX,10
Melrose,Stearns,MN,19
Melrose,Rensselaer,NY,5
Melrose,Middlesex,MA,11
Melrose Park,Cook,IL,22
Melville,Suffolk,NY,94
Melvin,Osceola,IA,1
Melvindale,Wayne,MI,5
Memphis,Shelby,TN,1907
Memphis,Clark,IN,7
Memphis,St. Clair,MI,2
Memphis,Onondaga,NY,10
Menahga,Wadena,MN,4
Menard,Menard,TX,1
Menasha,Winnebago,WI,2
Mendocino,Mendocino,CA,4
Mendon,Worcester,MA,1
Mendon,Monroe,NY,4
Mendota,Fresno,CA,76
Mendota,LaSalle,IL,2
Menifee,Riverside,CA,216
Menlo,Adair,IA,1
Menlo,Chattooga,GA,2
Menlo Park,San Mateo,CA,123
Menomonee Falls,Waukesha,WI,4
Menomonie,Dunn,WI,6
Mentone,San Bernardino,CA,69
Mentone,DeKalb,AL,1
Mentor,Lake,OH,16
Mequon,Ozaukee,WI,9
Merced,Merced,CA,219
Mercer,Mercer,PA,3
Mercer Island,King,WA,35
Merchantville,Camden,NJ,59
Meredith,Belknap,NH,6
Meriden,New Haven,CT,40
Meridian,Sutter,CA,5
Meridian,Lauderdale,MS,7
Meridian,Ada,ID,24
Meridianville,Madison,AL,26
Merion Station,Montgomery,PA,5
Merkel,Taylor,TX,1
Merom,Sullivan,IN,1
Merrick,Nassau,NY,125
Merrill,Saginaw,MI,2
Merrill,Klamath,OR,1
Merrillville,Lake,IN,96
Merrimac,Essex,MA,7
Merrimack,Hillsborough,NH,30
Merrionette Park,Cook,IL,1
Merritt Island,Brevard,FL,95
Merry Hill,Bertie,NC,2
Mesa,Maricopa,AZ,433
Mesa,Mesa,CO,4
Mesa,Franklin,WA,1
Mesilla Park,Doña Ana,NM,1
Mesquite,Dallas,TX,348
Mesquite,Clark,NV,4
Mesquite,Doña Ana,NM,2
Metairie,Jefferson,LA,156
Methuen,Essex,MA,125
Metropolis,Massac,IL,5
Metuchen,Middlesex,NJ,43
Mexican Hat,San Juan,UT,6
Mexico,Oswego,NY,2
Meyersdale,Somerset,PA,4
MI Wuk Village,Tuolumne,CA,16
Miami,Miami-Dade,FL,3382
Miami,Gila,AZ,5
Miami Beach,Miami-Dade,FL,48
Miami Gardens,Miami-Dade,FL,46
Miami Lakes,Miami-Dade,FL,4
Miami Shores,Miami-Dade,FL,1
Miamisburg,Montgomery,OH,221
Mica,Spokane,WA,2
Micanopy,Alachua,FL,18
Micanopy,Marion,FL,1
Michigan City,LaPorte,IN,9
Middle Grove,Saratoga,NY,6
Middle Island,Suffolk,NY,12
Middle Keys,Monroe,FL,2
Middle Point,Van Wert,OH,1
Middle River,Baltimore County,MD,11
Middle River,Baltimore,MD,2
Middle Village,Queens,NY,4
Middleboro,Plymouth,MA,7
Middleburg,Clay,FL,16
Middleburg,Snyder,PA,3
Middleburg,Loudoun,VA,5
Middlebury,New Haven,CT,8
Middlebury,Addison,VT,1
Middlebury Center,Tioga,PA,2
Middlefield,Geauga,OH,2
Middlefield,Middlesex,CT,8
Middleport,Niagara,NY,8
Middlesex,Nash,NC,3
Middlesex,Middlesex,NJ,2
Middlesex,Johnston,NC,1
Middleton,Dane,WI,3
Middleton,Essex,MA,4
Middletown,Middlesex,CT,46
Middletown,Orange,NY,15
Middletown,New Castle,DE,73
Middletown,Frederick,MD,6
Middletown,Lake,CA,59
Middletown,Dauphin,PA,54
Middletown,Frederick,VA,10
Middletown,Monmouth,NJ,13
Middletown,Warren,VA,1
Middletown,Butler,OH,8
Middletown,Newport,RI,1
Middletown,Warren,OH,4
Middleville,Kent,MI,1
Midland,Midland,MI,13
Midland,Muscogee,GA,6
Midland,Midland,TX,2
Midland,Cabarrus,NC,5
Midland,Stanly,NC,1
Midland,Beaver,PA,2
Midland,Bay,MI,2
Midland,Fauquier,VA,10
Midland,Clinton,OH,1
Midland City,Dale,AL,11
Midland City,Houston,AL,3
Midlothian,Chesterfield,VA,444
Midlothian,Powhatan,VA,4
Midlothian,Cook,IL,8
Midlothian,Ellis,TX,2
Midpines,Mariposa,CA,9
Midvale,Salt Lake,UT,248
Midway,Wasatch,UT,4
Midway,Liberty,GA,12
Midway,Gadsden,FL,14
Midway,Woodford,KY,1
Midway,Barbour,AL,1
Midway City,Orange,CA,16
Midway Park,Onslow,NC,1
Midwest City,Oklahoma,OK,1
Mifflin,Juniata,PA,1
Mifflinburg,Union,PA,10
Mifflintown,Juniata,PA,16
Mifflinville,Columbia,PA,3
Milaca,Mille Lacs,MN,33
Milan,Erie,OH,4
Milan,Monroe,MI,7
Milan,Washtenaw,MI,7
Milan,Chippewa,MN,2
Milford,New Haven,CT,107
Milford,Worcester,MA,15
Milford,Oakland,MI,30
Milford,Beaver,UT,13
Milford,Clermont,OH,12
Milford,Hillsborough,NH,3
Milford,Pike,PA,4
Milford,Caroline,VA,1
Milford,Kent,DE,4
Milford,Lassen,CA,10
Milford,Sussex,DE,2
Milford Center,Union,OH,1
Mill City,Marion,OR,9
Mill Creek,Tehama,CA,27
Mill Creek,Huntingdon,PA,2
Mill Creek,Snohomish,WA,2
Mill Hall,Clinton,PA,25
Mill Spring,Polk,NC,2
Mill Valley,Marin,CA,130
Millbrae,San Mateo,CA,56
Millbrook,Elmore,AL,17
Millbrook,Dutchess,NY,14
Millburn,Essex,NJ,5
Millbury,Worcester,MA,23
