County,State,Accidents
Oswego,NY,10
Otero,CO,9
Otoe,NE,2
Otsego,NY,10
Ottawa,MI,220
Ottawa,OH,22
Otter Tail,MN,89
Ouachita,LA,6
Outagamie,WI,63
Owyhee,ID,6
Oxford,ME,4
Ozaukee,WI,13
Pacific,WA,14
Page,VA,6
Page,IA,1
Palm Beach,FL,2304
Palo Pinto,TX,3
Pamlico,NC,2
Panola,MS,6
Panola,TX,1
Park,CO,76
Parke,IN,2
Parker,TX,35
Pasco,FL,1053
Passaic,NJ,371
Patrick,VA,6
Paulding,GA,19
Pawnee,OK,1
Payette,ID,6
Payne,OK,2
Peach,GA,28
Pearl River,MS,4
Pecos,TX,5
Pemiscot,MO,1
Pend Oreille,WA,5
Pender,NC,35
Pendleton,KY,2
Pennington,MN,1
Penobscot,ME,22
Peoria,IL,13
Perkins,NE,2
Perquimans,NC,2
Perry,PA,35
Perry,IN,3
Perry,AL,3
Perry,MO,4
Perry,MS,1
Perry,TN,1
Perry,OH,5
Perry,AR,1
Pershing,NV,18
Person,NC,6
Petersburg,VA,43
Petersburg City,VA,2
Pettis,MO,1
Phelps,MO,3
Philadelphia,PA,1528
Phillips,CO,2
Piatt,IL,1
Pickaway,OH,23
Pickens,SC,529
Pickens,AL,8
Pickens,GA,7
Pierce,WA,1045
Pierce,WI,8
Pike,AL,179
Pike,IL,3
Pike,PA,24
Pike,OH,1
Pike,MS,3
Pike,GA,14
Pike,IN,1
Pima,AZ,5116
Pinal,AZ,179
Pine,MN,159
Pinellas,FL,2058
Piscataquis,ME,2
Pitkin,CO,3
Pitt,NC,25
Pittsylvania,VA,19
Piute,UT,4
Placer,CA,1395
Plaquemines,LA,7
Platte,MO,90
Platte,NE,3
Plumas,CA,120
Plymouth,MA,243
Plymouth,IA,3
Pocahontas,IA,2
Pointe Coupee,LA,2
Polk,IA,526
Polk,FL,371
Polk,OR,243
Polk,NC,35
Polk,MN,17
Polk,WI,1
Polk,GA,19
Polk,TN,1
Polk,TX,2
Polk,AR,1
Pope,MN,19
Pope,AR,3
Portage,WI,13
Portage,OH,60
Porter,IN,49
Portsmouth,VA,79
Posey,IN,2
Pottawatomie,OK,20
Pottawattamie,IA,78
Potter,PA,11
Potter,TX,5
Powell,KY,2
Power,ID,2
Poweshiek,IA,12
Powhatan,VA,25
Prairie,AR,10
Preble,OH,9
Preston,WV,1
Price,WI,1
Prince Edward,VA,5
Prince George,VA,20
Prince George's,MD,2013
Prince Georges,MD,75
Prince William,VA,805
Providence,RI,1002
Prowers,CO,5
Pueblo,CO,149
Pulaski,VA,19
Pulaski,AR,94
Pulaski,MO,3
Pulaski,IL,1
Pulaski,IN,1
Putnam,NY,233
Putnam,TN,24
Putnam,IL,1
Putnam,FL,15
Putnam,GA,3
Putnam,WV,3
Putnam,IN,16
Putnam,OH,6
Queen Anne's,MD,105
Queens,NY,2386
Rabun,GA,3
Racine,WI,83
Radford,VA,1
Raleigh,WV,6
Ramsey,MN,2590
Randall,TX,1
Randolph,NC,53
Randolph,AL,1
Randolph,IN,1
Randolph,AR,1
Rankin,MS,48
Rapides,LA,8
Rappahannock,VA,1
Redwood,MN,44
Rensselaer,NY,214
Renville,MN,69
Rice,MN,316
Richland,SC,2539
Richland,OH,9
Richmond,GA,1116
Richmond,NY,266
Richmond,NC,5
Richmond City,VA,3202
Richmond County,VA,3
Ringgold,IA,4
Ripley,IN,2
Riverside,CA,8369
Roane,TN,22
Roanoke City,VA,26
Roanoke County,VA,64
Robertson,TN,54
Robeson,NC,78
Rock,WI,67
Rock,NE,2
Rock,MN,3
Rock Island,IL,9
Rockbridge,VA,85
Rockcastle,KY,1
Rockdale,GA,46
Rockingham,NH,223
Rockingham,VA,57
Rockingham,NC,37
Rockland,NY,379
Rockwall,TX,73
Rogers,OK,14
Roscommon,MI,5
Roseau,MN,15
Ross,OH,4
Routt,CO,11
Rowan,NC,96
Rusk,TX,1
Rusk,WI,1
Russell,VA,11
Russell,AL,79
Russell,KS,1
Rutherford,TN,129
Rutherford,NC,15
Rutland,VT,6
Sac,IA,1
Sacramento,CA,9765
Sagadahoc,ME,3
Saginaw,MI,39
Saguache,CO,13
Saint Johns,FL,4
Saint Joseph,MI,1
Saint Louis,MO,6
Saint Tammany,LA,2
Salem,VA,14
Salem,NJ,41
Saline,AR,13
Saline,MO,6
Saline,KS,1
Salt Lake,UT,4519
Saluda,SC,71
Sampson,NC,18
San Benito,CA,275
San Bernardino,CA,10402
San Diego,CA,8453
San Francisco,CA,1671
San Jacinto,TX,3
San Joaquin,CA,3635
San Juan,UT,90
San Luis Obispo,CA,841
San Mateo,CA,2758
San Miguel,CO,3
San Miguel,NM,1
Sandoval,NM,8
Sandusky,OH,3
Sangamon,IL,22
Sanpete,UT,93
Santa Barbara,CA,1122
Santa Clara,CA,6471
Santa Cruz,CA,1242
Santa Fe,NM,4
Santa Rosa,FL,233
Sarasota,FL,859
Saratoga,NY,400
Sarpy,NE,441
Sauk,WI,11
Saunders,NE,1
Schenectady,NY,167
Schoharie,NY,7
Schoolcraft,MI,2
Schuylkill,PA,60
Scotland,NC,7
Scott,IA,43
Scott,MN,351
Scott,VA,5
Scott,MS,1
Scott,KY,2
Scott,IL,1
Scott,MO,2
Scott,IN,3
Scott,AR,2
Scotts Bluff,NE,1
Screven,GA,3
Scurry,TX,1
Sedgwick,KS,110
Seminole,FL,655
Seneca,NY,19
Sequatchie,TN,2
Sequoyah,OK,2
Sevier,TN,22
Sevier,UT,132
Seward,NE,3
Shasta,CA,494
Shawano,WI,6
Shawnee,KS,12
Sheboygan,WI,21
Shelby,TN,2170
Shelby,AL,220
Shelby,IN,23
Shelby,OH,14
Shelby,KY,8
Shenandoah,VA,106
Sherburne,MN,294
Sherman,OR,103
Sherman,KS,1
Shiawassee,MI,18
Shoshone,ID,10
Sibley,MN,78
Sierra,CA,44
Sierra,NM,1
Sioux,IA,7
Siskiyou,CA,242
Skagit,WA,93
Skamania,WA,11
Smith,TN,7
Smith,TX,30
Smyth,VA,24
Snohomish,WA,929
Snyder,PA,59
Socorro,NM,6
Solano,CA,2013
Somerset,PA,134
Somerset,NJ,218
Somerset,MD,3
Somerset,ME,7
Sonoma,CA,2182
Southampton,VA,5
Spalding,GA,32
Spartanburg,SC,3147
Spencer,IN,7
Spokane,WA,358
Spotsylvania,VA,135
St. Bernard,LA,5
St. Charles,MO,363
St. Charles,LA,77
St. Clair,AL,72
St. Clair,IL,109
St. Clair,MI,41
St. Croix,WI,32
St. Francis,AR,3
St. Francois,MO,4
St. James,LA,14
St. John the Baptist,LA,75
St. Johns,FL,195
St. Joseph,IN,8
St. Joseph,MI,12
St. Landry,LA,6
St. Louis,MN,346
St. Louis City,MO,530
St. Louis County,MO,1529
St. Lucie,FL,159
St. Martin,LA,76
St. Mary's,MD,13
St. Tammany,LA,107
Stafford,VA,192
Stanislaus,CA,1652
Stanly,NC,13
Stark,OH,91
Staunton,VA,3
Ste Genevieve,MO,6
Stearns,MN,354
Steele,MN,194
Steuben,NY,2
Steuben,IN,1
Stevens,WA,10
Stevens,MN,13
Stewart,GA,5
Stokes,NC,4
Storey,NV,8
Story,IA,41
Strafford,NH,63
Stutsman,ND,1
Suffolk,MA,1496
Suffolk,NY,1919
Suffolk,VA,51
Suffolk City,VA,1
Sullivan,NY,10
Sullivan,NH,18
Sullivan,TN,12
Sullivan,PA,6
Sullivan,IN,2
Summit,UT,380
Summit,OH,511
Summit,CO,34
Sumner,TN,29
Sumner,KS,1
Sumter,SC,337
Sumter,FL,80
Sumter,AL,5
Sumter,GA,1
Surry,NC,35
Susquehanna,PA,9
Sussex,VA,22
Sussex,DE,48
Sussex,NJ,29
Sutter,CA,171
Sutton,TX,1
Suwannee,FL,69
Swain,NC,3
Sweet Grass,MT,1
Sweetwater,WY,6
Swift,MN,14
Talbot,MD,51
Talbot,GA,5
Taliaferro,GA,4
Talladega,AL,29
Tallapoosa,AL,8
Tama,IA,3
Tangipahoa,LA,92
Tarrant,TX,1776
Tate,MS,9
Taylor,FL,17
Taylor,TX,5
Tazewell,IL,38
Tazewell,VA,5
Tehama,CA,291
Telfair,GA,3
Teller,CO,13
Terrebonne,LA,33
Teton,ID,2
Thayer,NE,2
Thomas,KS,3
Thurston,WA,155
Tift,GA,7
Tillamook,OR,228
Tioga,PA,43
Tioga,NY,13
Tippah,MS,1
Tippecanoe,IN,5
Tipton,TN,6
Titus,TX,6
Todd,MN,78
Tolland,CT,61
Tompkins,NY,2
Tooele,UT,348
Toombs,GA,2
Torrance,NM,3
Transylvania,NC,6
Travis,TX,5676
Trego,KS,2
Trempealeau,WI,10
Treutlen,GA,8
Trimble,KY,3
Trinity,CA,137
Trinity,TX,3
Troup,GA,51
Trumbull,OH,49
Tulare,CA,1346
Tulsa,OK,2317
Tuolumne,CA,290
Turner,GA,5
Tuscaloosa,AL,559
Tuscarawas,OH,6
Twiggs,GA,15
Twin Falls,ID,11
Tyrrell,NC,3
Uinta,WY,2
Uintah,UT,36
Ulster,NY,140
Umatilla,OR,780
Unicoi,TN,3
Union,SC,89
Union,NJ,739
Union,FL,6
Union,PA,73
Union,IL,2
Union,NC,58
Union,OH,12
Union,OR,406
Union,KY,1
Union,TN,2
Union,AR,1
Union,MS,1
Upshur,TX,1
Upson,GA,1
Utah,UT,1232
Uvalde,TX,1
Val Verde,TX,3
Valencia,NM,1
Valley,ID,3
Van Buren,MI,29
Van Wert,OH,5
Van Zandt,TX,2
Vance,NC,20
Vanderburgh,IN,12
Venango,PA,4
Ventura,CA,1820
Vermilion,IL,6
Vermillion,IN,7
Vernon,WI,3
Vigo,IN,8
Vinton,OH,1
Virginia Beach,VA,354
Virginia Beach City,VA,1
Volusia,FL,345
Wabash,IN,1
Wabasha,MN,47
Wadena,MN,34
Wagoner,OK,11
Wahkiakum,WA,2
Wake,NC,6990
Wakulla,FL,38
Waldo,ME,1
Walker,AL,102
Walker,TX,8
Walker,GA,4
Walla Walla,WA,1
Waller,TX,22
Wallowa,OR,92
Walton,GA,31
Walton,FL,73
Walworth,WI,22
Wapello,IA,6
Ware,GA,1
Warren,NY,138
Warren,NJ,178
Warren,MO,8
Warren,OH,56
Warren,GA,13
Warren,IA,14
Warren,VA,7
Warren,MS,17
Warren,NC,8
Warren,KY,2
Warren,PA,1
Warren,IL,2
Warrick,IN,2
Wasatch,UT,272
Wasco,OR,382
Waseca,MN,39
Washburn,WI,1
Washington,MD,180
Washington,TN,352
Washington,MN,968
Washington,FL,26
Washington,UT,217
Washington,OR,1004
Washington,WI,47
Washington,NY,51
Washington,VA,37
Washington,IL,2
Washington,OH,6
Washington,PA,64
Washington,RI,62
Washington,AL,1
Washington,VT,6
Washington,NE,5
Washington,MO,1
Washington,NC,1
Washington,IA,1
Washington,CO,3
Washington,AR,3
Washington,ME,2
Washoe,NV,547
Washtenaw,MI,131
Watauga,NC,2
Watonwan,MN,55
Waukesha,WI,254
Waupaca,WI,8
Waushara,WI,8
Wayne,MI,2170
Wayne,PA,2
Wayne,NY,5
Wayne,NC,45
Wayne,IN,17
Wayne,WV,2
Wayne,MS,1
Wayne,UT,10
Wayne,OH,9
Waynesboro,VA,17
Webb,TX,2
Weber,UT,804
Webster,LA,9
Webster,MO,5
Webster,GA,1
Weld,CO,281
West Baton Rouge,LA,94
West Feliciana,LA,3
Westchester,NY,1771
Westmoreland,PA,272
Westmoreland,VA,4
Wharton,TX,2
Whatcom,WA,164
Wheeler,OR,58
White,GA,1
White,IL,1
White,TN,1
White,IN,6
White,AR,7
White Pine,NV,25
Whiteside,IL,2
Whitfield,GA,32
Whitley,KY,1
Whitman,WA,6
Wichita,TX,19
Wicomico,MD,43
Wilbarger,TX,1
Wilcox,AL,1
Wilkes,GA,2
Wilkes,NC,11
Will,IL,555
Willacy,TX,1
Williamsburg,SC,132
Williamsburg,VA,4
Williamson,TX,421
Williamson,TN,108
Williamson,IL,5
Wilson,TN,64
Wilson,NC,26
Winchester,VA,2
Windham,VT,21
Windham,CT,68
Windsor,VT,22
Winkler,TX,2
Winnebago,WI,45
Winnebago,IL,60
Winneshiek,IA,1
Winona,MN,192
Winston,AL,8
Wise,VA,5
Wise,TX,2
Wolfe,KY,1
Wood,OH,66
Wood,WV,6
Wood,WI,4
Woodbury,IA,21
Woodford,KY,1
Woodford,IL,2
Worcester,MA,437
Worcester,MD,40
Worth,GA,4
Worth,IA,3
Wright,MN,545
Wyandot,OH,1
Wyandotte,KS,343
Wyoming,NY,4
Wythe,VA,45
Yadkin,NC,27
Yakima,WA,4
Yalobusha,MS,2
Yamhill,OR,404
Yancey,NC,1
Yates,NY,3
Yavapai,AZ,187
Yazoo,MS,2
Yellow Medicine,MN,19
Yolo,CA,880
York,PA,1324
York,SC,586
York,VA,84
York,ME,33
York,NE,1
Yuba,CA,402
Yuma,AZ,42
Yuma,CO,1
