City,County,State,Accidents
Chester,Orange,NY,13
Chester,Windsor,VT,3
Chester,Crawford,AR,4
Chester,Morris,NJ,7
Chester,Rockingham,NH,1
Chester,Hancock,WV,1
Chester Springs,Chester,PA,9
Chesterfield,Chesterfield,VA,35
Chesterfield,St. Louis County,MO,158
Chesterfield,Chesterfield,SC,51
Chesterfield,Burlington,NJ,3
Chesterfield,Macomb,MI,2
Chesterfield,Cheshire,NH,1
Chesterland,Geauga,OH,21
Chesterton,Porter,IN,32
Chestertown,Queen Anne's,MD,2
Chestertown,Warren,NY,13
Chestnut Hill,Norfolk,MA,7
Chestnut Hill,Middlesex,MA,8
Chestnut Hill,Suffolk,MA,1
Cheswick,Allegheny,PA,9
Chetek,Barron,WI,2
Cheverly,Prince George's,MD,2
Chevy Chase,Montgomery,MD,78
Cheyenne,Laramie,WY,10
Cheyenne Wells,Cheyenne,CO,3
Chicago,Cook,IL,4497
Chicago Heights,Cook,IL,13
Chicago Ridge,Cook,IL,20
Chichester,Merrimack,NH,3
Chickamauga,Catoosa,GA,1
Chickamauga,Walker,GA,1
Chickasaw,Mobile,AL,1
Chickasha,Grady,OK,1
Chico,Butte,CA,268
Chicopee,Hampden,MA,28
Chidester,Ouachita,AR,3
Chiefland,Levy,FL,10
Chilcoot,Plumas,CA,8
Childersburg,Talladega,AL,1
Childwold,Saint Lawrence,NY,1
Chilhowie,Smyth,VA,11
Chili,Clark,WI,2
Chillicothe,Ross,OH,6
Chillicothe,Peoria,IL,4
Chillicothe,Livingston,MO,1
Chiloquin,Klamath,OR,277
Chimacum,Jefferson,WA,2
China Grove,Rowan,NC,38
Chinle,Apache,AZ,3
Chino,San Bernardino,CA,533
Chino,Los Angeles,CA,3
Chino Hills,San Bernardino,CA,96
Chino Valley,Yavapai,AZ,8
Chinquapin,Duplin,NC,1
Chipley,Washington,FL,25
Chipley,Bay,FL,1
Chippewa Falls,Chippewa,WI,32
Chisago City,Chisago,MN,48
Chisholm,St. Louis,MN,13
Chittenango,Madison,NY,2
Chocorua,Carroll,NH,3
Chocowinity,Beaufort,NC,4
Choctaw,Oklahoma,OK,87
Choctaw,Cleveland,OK,4
Chowchilla,Madera,CA,126
Chowchilla,Merced,CA,7
Christiana,Lancaster,PA,5
Christiana,Rutherford,TN,9
Christiansburg,Montgomery,VA,73
Christmas,Orange,FL,41
Christopher,Franklin,IL,1
Chuckey,Washington,TN,6
Chugwater,Platte,WY,2
Chula,Tift,GA,2
Chula,Irwin,GA,2
Chula Vista,San Diego,CA,255
Chuluota,Seminole,FL,4
Chunchula,Mobile,AL,7
Chunky,Newton,MS,1
Church Hill,Queen Anne's,MD,3
Church Point,Lafayette,LA,1
Church Road,Dinwiddie,VA,7
Church View,Middlesex,VA,3
Churchton,Anne Arundel,MD,1
Churchville,Monroe,NY,59
Churchville,Augusta,VA,9
Churchville,Harford,MD,5
Churubusco,Allen,IN,2
Cibola,La Paz,AZ,14
Cibolo,Guadalupe,TX,1
Cicero,Cook,IL,11
Cicero,Onondaga,NY,11
Cicero,Hamilton,IN,1
Cimarron,Colfax,NM,3
Cimarron,Finney,KS,3
Cimarron,Gunnison,CO,12
Cincinnati,Hamilton,OH,2032
Cincinnati,Clermont,OH,16
Cincinnati,Warren,OH,9
Cincinnati,Butler,OH,1
Cinnaminson,Burlington,NJ,12
Circle Pines,Anoka,MN,128
Circleville,Pickaway,OH,10
Cisco,Callahan,TX,1
Citra,Marion,FL,11
Citronelle,Mobile,AL,11
Citronelle,Washington,AL,1
Citrus Heights,Sacramento,CA,181
Citrus Springs,Citrus,FL,3
City Of Industry,Los Angeles,CA,103
City Of Spokane Valley,Spokane,WA,1
Clackamas,Clackamas,OR,215
Clairton,Allegheny,PA,20
Clallam Bay,Clallam,WA,3
Clancy,Jefferson,MT,5
Clanton,Chilton,AL,343
Clara City,Chippewa,MN,7
Clare,Clare,MI,2
Clare,Isabella,MI,4
Claremont,Los Angeles,CA,411
Claremont,Catawba,NC,3
Claremont,Sullivan,NH,2
Claremont,Dodge,MN,4
Claremont,Steele,MN,1
Claremore,Rogers,OK,15
Clarence,Erie,NY,3
Clarence,Centre,PA,2
Clarence Center,Erie,NY,3
Clarendon Hills,DuPage,IL,27
Clarion,Clarion,PA,2
Clarissa,Todd,MN,3
Clark,Union,NJ,117
Clarkdale,Yavapai,AZ,5
Clarkesville,Habersham,GA,9
Clarkfield,Yellow Medicine,MN,9
Clarklake,Jackson,MI,2
Clarks,Merrick,NE,1
Clarks Grove,Freeborn,MN,30
Clarks Hill,McCormick,SC,4
Clarks Hill,Edgefield,SC,2
Clarks Summit,Lackawanna,PA,8
Clarksboro,Gloucester,NJ,3
Clarksburg,Montgomery,MD,75
Clarksburg,Yolo,CA,25
Clarksburg,Harrison,WV,7
Clarksdale,Coahoma,MS,1
Clarkson,Colfax,NE,1
Clarkston,Oakland,MI,104
Clarkston,DeKalb,GA,114
Clarksville,Mecklenburg,VA,5
Clarksville,Clark,IN,55
Clarksville,Howard,MD,13
Clarksville,Montgomery,TN,44
Clarksville,Washington,PA,2
Clarksville,Calhoun,FL,2
Clarksville,Ionia,MI,1
Clarksville,Johnson,AR,1
Clatskanie,Columbia,OR,112
Clatskanie,Clatsop,OR,56
Claudville,Patrick,VA,2
Claverack,Columbia,NY,3
Clawson,Oakland,MI,1
Claxton,Evans,GA,3
Clay,Onondaga,NY,3
Clay City,Powell,KY,1
Claymont,New Castle,DE,41
Claypool,Kosciusko,IN,1
Claysburg,Blair,PA,1
Claysville,Washington,PA,4
Clayton,Montgomery,OH,46
Clayton,Wake,NC,12
Clayton,Barbour,AL,3
Clayton,Johnston,NC,93
Clayton,Contra Costa,CA,30
Clayton,Kent,DE,1
Clayton,Hendricks,IN,7
Clayton,Gloucester,NJ,2
Clayton,St. Louis County,MO,4
Clayton,Lenawee,MI,1
Clayton,Morgan,IN,1
Clayville,Oneida,NY,1
Cle Elum,Kittitas,WA,21
Clear Brook,Frederick,VA,23
Clear Lake,Sherburne,MN,32
Clear Lake,Cerro Gordo,IA,4
Clear Spring,Washington,MD,19
Clearfield,Davis,UT,337
Clearfield,Clearfield,PA,33
Clearlake,Lake,CA,23
Clearlake Oaks,Lake,CA,58
Clearville,Bedford,PA,1
Clearwater,Pinellas,FL,792
Clearwater,Wright,MN,60
Clearwater,Stearns,MN,5
Clearwater,Sedgwick,KS,2
Clearwater Beach,Pinellas,FL,9
Clementon,Camden,NJ,32
Clemmons,Forsyth,NC,33
Clemson,Pickens,SC,63
Clendenin,Kanawha,WV,2
Clermont,Lake,FL,129
Clermont,Polk,FL,4
Clermont,Hall,GA,1
Cleveland,Cuyahoga,OH,1518
Cleveland,Bradley,TN,42
Cleveland,Rowan,NC,6
Cleveland,Blount,AL,55
Cleveland,Montgomery,TX,2
Cleveland,Pickens,SC,2
Cleveland,Greenville,SC,18
Cleveland,Oneida,NY,5
Cleveland,Pawnee,OK,3
Cleveland,Emery,UT,3
Cleveland,Liberty,TX,3
Cleveland,Lumpkin,GA,2
Cleveland,Russell,VA,1
Cleveland,Sheboygan,WI,1
Cleveland,Manitowoc,WI,5
Cleveland,Le Sueur,MN,2
Cleveland,Polk,TN,1
Cleveland Heights,Cuyahoga,OH,1
Cleves,Hamilton,OH,44
Clewiston,Hendry,FL,21
Clewiston,Palm Beach,FL,4
Cliffwood,Monmouth,NJ,1
Clifton,Passaic,NJ,202
Clifton,Fairfax County,VA,3
Clifton,Greenlee,AZ,9
Clifton,Penobscot,ME,1
Clifton,Mesa,CO,2
Clifton Forge,Alleghany,VA,7
Clifton Heights,Delaware,PA,3
Clifton Park,Saratoga,NY,326
Clifton Springs,Ontario,NY,4
Clifton Township,Lackawanna,PA,2
Climax,Kalamazoo,MI,23
Clint,El Paso,TX,3
Clinton,Laurens,SC,212
Clinton,Rock,WI,3
Clinton,Prince George's,MD,32
Clinton,Oneida,NY,29
Clinton,Hinds,MS,10
Clinton,Hunterdon,NJ,27
Clinton,Allegheny,PA,4
Clinton,Middlesex,CT,9
Clinton,East Baton Rouge,LA,3
Clinton,Anderson,TN,16
Clinton,Sampson,NC,9
Clinton,Clinton,IA,2
Clinton,Worcester,MA,1
Clinton,Prince Georges,MD,1
Clinton,Beaver,PA,3
Clinton,Island,WA,2
Clinton,Kennebec,ME,1
Clinton,Missoula,MT,1
Clinton Corners,Dutchess,NY,34
Clinton Township,Macomb,MI,127
Clintonville,Waupaca,WI,2
Clintonville,Shawano,WI,1
Clintwood,Dickenson,VA,4
Clio,Genesee,MI,306
Clio,Marlboro,SC,23
Clio,Barbour,AL,7
Clio,Plumas,CA,2
Clitherall,Otter Tail,MN,2
Clive,Polk,IA,47
Clontarf,Swift,MN,2
Clopton,Henry,AL,1
Cloquet,Carlton,MN,19
Cloquet,St. Louis,MN,15
Closter,Bergen,NJ,2
Cloudcroft,Otero,NM,2
Clover,York,SC,211
Clover,Halifax,VA,2
Cloverdale,Tillamook,OR,115
Cloverdale,Sonoma,CA,47
Cloverdale,Putnam,IN,28
Cloverdale,Botetourt,VA,2
Clovis,Fresno,CA,126
Clovis,Curry,NM,1
Clute,Brazoria,TX,4
Clyde,Haywood,NC,45
Clyde,Wayne,NY,1
Clyde,Callahan,TX,1
Clyde,Sandusky,OH,3
Coahoma,Coahoma,MS,1
Coahoma,Howard,TX,1
Coal Center,Washington,PA,2
Coal City,Grundy,IL,4
Coal Township,Northumberland,PA,9
Coal Valley,Henry,IL,1
Coal Valley,Rock Island,IL,1
Coaling,Tuscaloosa,AL,1
Coalinga,Fresno,CA,103
Coalport,Clearfield,PA,5
Coalville,Summit,UT,226
Coarsegold,Madera,CA,130
Coatesville,Chester,PA,50
Cobb,Lake,CA,6
Cobb,Sumter,GA,3
Cobbtown,Tattnall,GA,1
Cobleskill,Schoharie,NY,6
Coburn,Centre,PA,1
Cochise,Cochise,AZ,1
Cochranton,Crawford,PA,1
Cochranville,Chester,PA,3
Cockeysville,Baltimore County,MD,38
Cocoa,Brevard,FL,176
Cocoa Beach,Brevard,FL,2
Coconut Creek,Broward,FL,43
Coden,Mobile,AL,6
Cody,Park,WY,2
Codyville Plt,Washington,ME,1
Coeburn,Wise,VA,7
Coeur D Alene,Kootenai,ID,34
Coeymans Hollow,Albany,NY,2
Coffeeville,Clarke,AL,1
Cogan Station,Lycoming,PA,7
Cohasset,Itasca,MN,9
Cohoes,Albany,NY,28
Cokato,Wright,MN,4
Coker,Tuscaloosa,AL,16
Cokeville,Lincoln,WY,1
Colbert,Spokane,WA,6
Colby,Marathon,WI,1
Colby,Thomas,KS,1
Colchester,New London,CT,19
Colchester,Chittenden,VT,13
Cold Spring,Putnam,NY,23
Cold Spring,Stearns,MN,18
Cold Spring,Campbell,KY,4
Cold Spring Harbor,Suffolk,NY,16
Coldwater,Tate,MS,2
Coldwater,Branch,MI,6
Colebrook,Coos,NH,1
Coleman,Coleman,TX,2
Coleman,Clay,GA,1
Coleman,Midland,MI,1
Coleraine,Itasca,MN,1
Coleville,Mono,CA,35
Colfax,Placer,CA,94
Colfax,Guilford,NC,15
Colfax,Jasper,IA,11
Colfax,Whitman,WA,1
Colgate,Washington,WI,2
College Grove,Williamson,TN,3
College Park,Prince George's,MD,103
College Park,Prince Georges,MD,1
College Place,Walla Walla,WA,1
College Point,Queens,NY,25
College Station,Brazos,TX,1
Collegeville,Montgomery,PA,118
Colleyville,Tarrant,TX,7
Collierville,Shelby,TN,19
Collierville,Fayette,TN,3
Collingswood,Camden,NJ,5
Collins,Tattnall,GA,4
Collins,Covington,MS,1
Collinston,Box Elder,UT,9
Collinsville,Henry,VA,13
Collinsville,Tulsa,OK,10
Collinsville,Madison,IL,30
Collinsville,Washington,OK,1
Collinsville,DeKalb,AL,12
Collinsville,Cherokee,AL,1
Collinsville,St. Clair,IL,1
Colma,San Mateo,CA,3
Colmar,Montgomery,PA,52
Cologne,Carver,MN,23
Coloma,Berrien,MI,14
Colona,Henry,IL,6
Colonia,Middlesex,NJ,40
Colonial Beach,Westmoreland,VA,7
Colonial Heights,Colonial Heights,VA,85
Colonial Heights,Chesterfield,VA,50
Colonie,Albany,NY,29
Colorado City,Mitchell,TX,13
Colorado City,Pueblo,CO,5
Colorado City,Mohave,AZ,1
Colorado Springs,El Paso,CO,1587
Colquitt,Miller,GA,5
Colt,St. Francis,AR,3
Colton,San Bernardino,CA,919
Colton,Riverside,CA,38
Colton,Clackamas,OR,30
Colts Neck,Monmouth,NJ,2
Columbia,Richland,SC,5567
Columbia,Howard,MD,84
Columbia,Lexington,SC,750
Columbia,Lancaster,PA,68
Columbia,Warren,NJ,54
Columbia,Monroe,IL,6
Columbia,Tuolumne,CA,3
Columbia,Cumberland,VA,1
Columbia,Boone,MO,45
Columbia,Houston,AL,2
Columbia,Maury,TN,14
Columbia,Henry,AL,4
Columbia,Callaway,MO,2
Columbia,Tolland,CT,6
Columbia City,Columbia,OR,6
Columbia Station,Lorain,OH,4
Columbiana,Shelby,AL,14
Columbiaville,Lapeer,MI,5
Columbiaville,Genesee,MI,2
Columbus,Franklin,OH,2408
Columbus,Burlington,NJ,52
Columbus,Delaware,OH,52
Columbus,Muscogee,GA,73
Columbus,Bartholomew,IN,70
Columbus,Colorado,TX,2
Columbus,Polk,NC,13
Columbus,Columbia,WI,5
Columbus,Lowndes,MS,6
Columbus,Platte,NE,1
Columbus,Stillwater,MT,1
Columbus,St. Clair,MI,3
Columbus,Dane,WI,1
Columbus Grove,Allen,OH,3
Columbus Grove,Putnam,OH,1
Columbus Junction,Louisa,IA,1
Colusa,Colusa,CA,43
Colville,Stevens,WA,2
Comanche,Comanche,TX,3
Comfort,Kendall,TX,1
Comfort,Kerr,TX,2
Commack,Suffolk,NY,121
Commerce,Los Angeles,CA,126
Commerce,Banks,GA,45
Commerce,Jackson,GA,31
Commerce,Franklin,GA,2
Commerce City,Denver,CO,22
Commerce City,Adams,CO,193
Como,Hertford,NC,1
Como,Panola,MS,1
Comptche,Mendocino,CA,6
Compton,Los Angeles,CA,852
Comstock Park,Kent,MI,28
Concho,Apache,AZ,1
Concord,Contra Costa,CA,821
Concord,Cabarrus,NC,91
Concord,Merrimack,NH,85
Concord,Middlesex,MA,48
Concord,Morgan,IL,1
Concord,Campbell,VA,6
Concord,Appomattox,VA,1
Concord,Jackson,MI,6
Concord Twp,Lake,OH,1
Concordia,Lafayette,MO,9
Concrete,Skagit,WA,2
Condon,Gilliam,OR,30
Conestoga,Lancaster,PA,3
Conewango Valley,Chautauqua,NY,1
Confluence,Somerset,PA,6
Congers,Rockland,NY,4
Congress,Yavapai,AZ,19
Conifer,Jefferson,CO,24
Conley,DeKalb,GA,76
Conley,Clayton,GA,5
Conneaut,Ashtabula,OH,1
Conneaut Lake,Crawford,PA,2
Conneautville,Crawford,PA,1
Connell,Franklin,WA,1
Connellsville,Fayette,PA,3
Connelly Springs,Burke,NC,8
Conner,Ravalli,MT,1
Connersville,Fayette,IN,9
Conover,Catawba,NC,16
Conover,Champaign,OH,1
Conowingo,Cecil,MD,2
Conrad,Pondera,MT,2
Conrath,Rusk,WI,1
Conroe,Montgomery,TX,171
Conservation,Broward,FL,39
Conshohocken,Montgomery,PA,266
Constableville,Lewis,NY,1
Constantine,St. Joseph,MI,6
Continental Divide,McKinley,NM,15
Contoocook,Merrimack,NH,25
Convent,St. James,LA,3
Converse,Bexar,TX,31
Converse,Howard,IN,1
Convoy,Van Wert,OH,2
Conway,Horry,SC,984
Conway,Carroll,NH,1
Conway,Beaver,PA,3
Conway,Franklin,MA,1
Conway,Faulkner,AR,8
Conway,Laclede,MO,2
Conyers,Rockdale,GA,89
Conyers,DeKalb,GA,2
Cook,St. Louis,MN,5
Cookeville,Putnam,TN,34
Cooksville,Howard,MD,8
Cookville,Titus,TX,1
Cool,El Dorado,CA,33
Coolidge,Pinal,AZ,32
Coon Valley,La Crosse,WI,2
Cooper City,Broward,FL,3
Coopersburg,Lehigh,PA,12
Coopersville,Ottawa,MI,19
Coos Bay,Coos,OR,218
Coosawhatchie,Jasper,SC,28
Copake,Columbia,NY,3
Cope,Orangeburg,SC,29
Cope,Bamberg,SC,1
Cope,Washington,CO,2
Copiague,Suffolk,NY,54
Coppell,Dallas,TX,38
Coppell,Denton,TX,1
Copperopolis,Calaveras,CA,14
Copperopolis,Tuolumne,CA,6
Coquille,Coos,OR,174
Coral Gables,Miami-Dade,FL,2
Coral Springs,Broward,FL,72
Coralville,Johnson,IA,12
Coram,Suffolk,NY,64
Coraopolis,Allegheny,PA,43
Corbett,Multnomah,OR,117
Corbin,Whitley,KY,2
Corbin City,Cape May,NJ,1
Corcoran,Kings,CA,21
Corcoran,Tulare,CA,8
Cordele,Crisp,GA,4
Cordesville,Berkeley,SC,9
Cordova,Shelby,TN,137
Cordova,Orangeburg,SC,25
Cordova,Walker,AL,15
Cordova,Talbot,MD,2
Corfu,Genesee,NY,63
Corinth,Saratoga,NY,3
Corinth,Denton,TX,1
Corinth,Alcorn,MS,1
Cornelia,Habersham,GA,10
Cornelius,Mecklenburg,NC,48
Cornelius,Washington,OR,16
Cornersville,Marshall,TN,6
Cornersville,Giles,TN,2
Corning,Tehama,CA,61
Corning,Steuben,NY,2
Cornville,Yavapai,AZ,8
Cornwall,Orange,NY,2
Cornwall Bridge,Litchfield,CT,4
Corona,Riverside,CA,2394
Corona,Queens,NY,257
Corona,Lincoln,NM,4
Corona Del Mar,Orange,CA,1
Coronado,San Diego,CA,19
Corpus Christi,Nueces,TX,7
Correll,Big Stone,MN,1
Corrigan,Polk,TX,2
Corryton,Knox,TN,2
Corsica,Clarion,PA,4
Corsicana,Navarro,TX,2
Corte Madera,Marin,CA,130
Cortez,Manatee,FL,3
Cortland,Cortland,NY,1
Cortlandt Manor,Westchester,NY,110
Corvallis,Linn,OR,76
Corvallis,Benton,OR,91
Corydon,Harrison,IN,5
Cosby,Cocke,TN,8
Coshocton,Coshocton,OH,1
Cosmopolis,Grays Harbor,WA,6
Cosmos,Meeker,MN,11
Costa Mesa,Orange,CA,673
Cotati,Sonoma,CA,75
Cotopaxi,Fremont,CO,11
Cottage Grove,Washington,MN,109
Cottage Grove,Lane,OR,255
Cottage Grove,Dane,WI,15
Cottage Grove,Douglas,OR,107
Cottageville,Colleton,SC,36
Cotton,St. Louis,MN,8
Cotton Valley,Webster,LA,1
Cotton Valley,Bossier,LA,1
Cottondale,Tuscaloosa,AL,141
Cottondale,Jackson,FL,68
Cottonwood,Tehama,CA,46
Cottonwood,Shasta,CA,25
Cottonwood,Yavapai,AZ,19
Cottonwood,Lyon,MN,9
Cottonwood,Yellow Medicine,MN,1
Cottonwood,Houston,AL,1
Cottonwood Falls,Chase,KS,2
Cotuit,Barnstable,MA,3
Cotulla,La Salle,TX,5
Coudersport,Potter,PA,13
Coulee Dam,Okanogan,WA,2
Coulterville,Mariposa,CA,13
Coulterville,Tuolumne,CA,1
Council,Bladen,NC,2
Council Bluffs,Pottawattamie,IA,184
Council Bluffs,Mills,IA,13
Country Club Hills,Cook,IL,23
Countryside,Cook,IL,10
Coupeville,Island,WA,6
Coupland,Travis,TX,7
Coupland,Williamson,TX,1
Courtland,Lawrence,AL,4
Courtland,Yolo,CA,3
Courtland,Southampton,VA,7
Courtland,Nicollet,MN,7
Courtland,Sacramento,CA,9
Courtland,Panola,MS,1
Coushatta,Natchitoches,LA,1
Coushatta,Red River,LA,1
Cove,Union,OR,7
Cove City,Craven,NC,1
Covelo,Mendocino,CA,7
Coventry,Tolland,CT,5
Coventry,Kent,RI,3
Covert,Van Buren,MI,11
Covesville,Albemarle,VA,3
Covina,Los Angeles,CA,466
Covington,Kenton,KY,538
Covington,King,WA,2
Covington,Newton,GA,54
Covington,Alleghany,VA,23
Covington,St. Tammany,LA,39
Covington,Tipton,TN,3
Covington,Covington,VA,5
Covington,Miami,OH,1
Covington,Walton,GA,2
Covington,Fountain,IN,2
Covington,Vermillion,IN,1
Coward,Florence,SC,38
Cowarts,Houston,AL,2
Coweta,Wagoner,OK,1
Cowpens,Spartanburg,SC,165
Cowpens,Cherokee,SC,44
Coxsackie,Greene,NY,3
Coyanosa,Pecos,TX,1
Coyote,Santa Clara,CA,37
Cozad,Dawson,NE,1
Crab Orchard,Cumberland,TN,8
Crabtree,Linn,OR,3
Crafton,Allegheny,PA,1
Craig,Moffat,CO,6
Craig,Holt,MO,1
Cramerton,Gaston,NC,1
Cranberry,Clarion,PA,1
Cranberry Township,Butler,PA,38
Cranbury,Middlesex,NJ,18
Crandall,Kaufman,TX,10
Cranford,Union,NJ,145
Cranston,Providence,RI,215
Craryville,Columbia,NY,15
Crawford,Overton,TN,1
Crawford,Montrose,CO,2
Crawfordsville,Crittenden,AR,20
Crawfordsville,Montgomery,IN,13
Crawfordville,Wakulla,FL,46
Crawfordville,Taliaferro,GA,7
Crawley,Greenbrier,WV,1
Creede,Mineral,CO,5
Creedmoor,Wake,NC,8
Creedmoor,Granville,NC,17
Creedmoor,Travis,TX,9
Creighton,Allegheny,PA,3
Creola,Mobile,AL,14
Crescent,Pottawattamie,IA,16
Crescent,Klamath,OR,86
Crescent,Allegheny,PA,2
Crescent City,Del Norte,CA,48
Crescent City,Putnam,FL,11
Crescent City,Iroquois,IL,1
Crescent Lake,Klamath,OR,41
Crescent Mills,Plumas,CA,7
Crescent Springs,Kenton,KY,21
Crescent Valley,Eureka,NV,22
Cresco,Monroe,PA,1
Cresskill,Bergen,NJ,1
Cresson,Cambria,PA,1
Cressona,Schuylkill,PA,2
Crest Hill,Will,IL,2
Crestline,San Bernardino,CA,45
Creston,San Luis Obispo,CA,3
Creston,Union,IA,3
Crestview,Okaloosa,FL,87
Crestview Hills,Kenton,KY,25
Crestwood,Oldham,KY,19
Crestwood,Cook,IL,5
Creswell,Lane,OR,145
Creswell,Washington,NC,1
Creve Coeur,Tazewell,IL,36
Crewe,Nottoway,VA,16
Crimora,Augusta,VA,3
Crittenden,Kenton,KY,1
Crittenden,Grant,KY,4
Crivitz,Marinette,WI,2
Crockett,Contra Costa,CA,109
Crockett,Houston,TX,6
Crofton,Christian,KY,1
Crofton,Anne Arundel,MD,6
Cromwell,Middlesex,CT,68
Cromwell,Carlton,MN,8
Cropseyville,Rensselaer,NY,6
Cropwell,St. Clair,AL,3
Crosby,Harris,TX,7
Crosby,Crow Wing,MN,3
Cross,Berkeley,SC,48
Cross City,Dixie,FL,1
Cross Fork,Potter,PA,4
Cross Fork,Clinton,PA,1
Cross Hill,Laurens,SC,14
Cross Junction,Frederick,VA,2
Cross Plains,Robertson,TN,10
Cross Plains,Dane,WI,1
Cross River,Westchester,NY,28
Crossroads,Denton,TX,3
Crossville,Cumberland,TN,30
Crossville,DeKalb,AL,6
Crothersville,Jackson,IN,9
Croton,Licking,OH,1
Croton on Hudson,Westchester,NY,43
Crouse,Lincoln,NC,1
Crow Agency,Big Horn,MT,1
Crowley,Acadia,LA,3
Crowley,Tarrant,TX,2
Crowley,Johnson,TX,1
Crown Point,Lake,IN,38
Crownsville,Anne Arundel,MD,29
Crows Landing,Stanislaus,CA,39
Croydon,Morgan,UT,8
Croydon,Sullivan,NH,1
Crozet,Albemarle,VA,40
Cruger,Holmes,MS,1
Crum Lynne,Delaware,PA,5
Crump,Hardin,TN,1
Crystal Bay,Washoe,NV,4
Crystal Beach,Pinellas,FL,6
Crystal City,Jefferson,MO,2
Crystal Lake,McHenry,IL,15
Crystal River,Citrus,FL,16
Crystal Spring,Fulton,PA,5
Crystal Springs,Copiah,MS,3
Cuba,Cattaraugus,NY,1
Cuba,Allegany,NY,2
Cuba,Sumter,AL,8
Cuba,Crawford,MO,7
Cuba City,Grant,WI,2
Cubero,Cibola,NM,6
Cudahy,Milwaukee,WI,9
Cuddy,Allegheny,PA,1
Cuero,DeWitt,TX,1
Cuervo,Guadalupe,NM,3
Culbertson,Hitchcock,NE,1
Culdesac,Nez Perce,ID,2
Culleoka,Marshall,TN,1
Culleoka,Maury,TN,5
Cullman,Cullman,AL,205
Culloden,Upson,GA,1
Culloden,Monroe,GA,2
Culpeper,Culpeper,VA,24
Culpeper,Orange,VA,1
Culver,Jefferson,OR,92
Culver,St. Louis,MN,1
Culver City,Los Angeles,CA,687
Cumberland,Providence,RI,36
Cumberland,Allegany,MD,50
Cumberland,Cass,IA,1
Cumberland,Cumberland,VA,2
Cumberland Center,Cumberland,ME,2
Cumberland City,Houston,TN,1
Cumberland Foreside,Cumberland,ME,12
Cumming,Forsyth,GA,56
Cumming,Warren,IA,8
Cumming,Polk,IA,22
Cunningham,Montgomery,TN,3
Cupertino,Santa Clara,CA,387
Currie,Murray,MN,1
Curryville,Pike,MO,1
Curtice,Lucas,OH,1
Curtis,Frontier,NE,1
Curtis Bay,Baltimore City,MD,132
Curtis Bay,Anne Arundel,MD,14
Curtiss,Clark,WI,1
Curwensville,Clearfield,PA,5
Cushing,Morrison,MN,9
Cushing,Payne,OK,1
Cusseta,Chambers,AL,3
Cusseta,Chattahoochee,GA,2
Custer,Portage,WI,4
Custer,Whatcom,WA,4
Cut Off,Lafourche,LA,1
Cutchogue,Suffolk,NY,3
Cuthbert,Randolph,GA,3
Cutler,Tulare,CA,30
Cutler Bay,Miami-Dade,FL,15
Cuyahoga Falls,Summit,OH,22
Cyclone,McKean,PA,4
Cygnet,Wood,OH,1
Cypress,Harris,TX,43
Cyrus,Pope,MN,1
Dacula,Gwinnett,GA,25
Dade City,Pasco,FL,83
Dade City,Hernando,FL,6
Dadeville,Tallapoosa,AL,6
Dafter,Chippewa,MI,3
Dagsboro,Sussex,DE,2
Dahlgren,King George,VA,2
Dahlonega,Lumpkin,GA,3
Daingerfield,Morris,TX,2
Dairy,Klamath,OR,22
Dakota,Winona,MN,30
Dale,Warrick,IN,2
Dale,Caldwell,TX,9
Dale,Bastrop,TX,1
Dale,Spencer,IN,2
Daleville,Delaware,IN,17
Daleville,Botetourt,VA,28
Daleville,Dale,AL,9
Daleville,Geneva,AL,4
Dallas,Dallas,TX,14192
Dallas,Denton,TX,108
Dallas,Collin,TX,234
Dallas,Tarrant,TX,44
Dallas,Polk,OR,83
Dallas,Luzerne,PA,2
Dallas,Gaston,NC,5
Dallas,Paulding,GA,14
Dallas Center,Dallas,IA,3
Dallastown,York,PA,19
Dallesport,Klickitat,WA,4
Dalmatia,Northumberland,PA,1
Dalton,Otter Tail,MN,12
Dalton,Whitfield,GA,38
Dalton,Wayne,OH,3
Dalton,Berkshire,MA,1
Dalton,Lackawanna,PA,1
Daly City,San Mateo,CA,398
Dalzell,Sumter,SC,47
Dalzell,Lee,SC,3
Damascus,Clackamas,OR,115
Damascus,Montgomery,MD,13
Dammeron Valley,Washington,UT,25
Dana Point,Orange,CA,6
Danbury,Fairfield,CT,64
Danbury,Merrimack,NH,5
Danbury,Stokes,NC,3
Danbury,Brazoria,TX,6
Dandridge,Jefferson,TN,33
Dane,Dane,WI,2
Danforth,Iroquois,IL,4
Dania,Broward,FL,98
Daniel,Sublette,WY,1
Daniel Island,Berkeley,SC,2
Danielson,Windham,CT,3
Danielsville,Northampton,PA,1
Dansville,Livingston,NY,8
Danube,Renville,MN,6
Danvers,Essex,MA,75
Danville,Pittsylvania,VA,17
Danville,Contra Costa,CA,259
Danville,Montour,PA,56
Danville,Danville,VA,6
Danville,Morgan,AL,3
Danville,Rockingham,NH,1
Danville,Vermilion,IL,5
Danville,Northumberland,PA,15
Danville,Knox,OH,2
Danville,Lawrence,AL,3
Danville,Twiggs,GA,7
Danville,Boyle,KY,1
Danville,Bleckley,GA,8
Danville,Hendricks,IN,1
Daphne,Baldwin,AL,237
Darby,Delaware,PA,3
Dardanelle,Yell,AR,3
Darien,Walworth,WI,6
Darien,DuPage,IL,63
Darien,Fairfield,CT,56
Darien,McIntosh,GA,8
Darlington,Darlington,SC,272
